Language_ID	AUTOTYP_area	Longitude	Latitude
faro1244	Europe	-6.88497	62.0732
fass1245	N Coast New Guinea	141.64	-3.10868
fasu1242	Interior New Guinea	143.284	-6.62687
fefe1239	African Savannah	10.1442	5.18158
fiji1243	Oceania	178.33	-18
fili1244	Oceania	123.464	12.265
filo1235	Mesoamerica	-97.5931	20.1415
fina1242	Oceania	121.11	17.0319
finn1310	Inner Asia	25.0677	60.661
finn1318	Inner Asia	25.5577	64.7628
fipa1238	S Africa	31.3442	-7.88963
foii1241	Interior New Guinea	143.495	-6.47258
fonn1241	African Savannah	1.66495	7.15484
fore1265	Inner Asia	88.2121	69.9829
fore1270	Interior New Guinea	145.5065	-6.64473
fran1266	Mesoamerica	-93.3633	17.3654
fuln1247	NE South America	-37.1402	-9.02591
furr1244	African Savannah	23.6401	12.0455
furu1242	S Africa	20.6448	4.485
futu1245	Oceania	170.215	-19.5303
fuyu1242	S New Guinea	147.312	-8.6371
gaaa1244	African Savannah	-0.18598	5.65488
gaaa1245	African Savannah	11.9603	8.4809
gaam1241	African Savannah	33.9797	11.4674
gaan1243	African Savannah	12.6479	10.2955
gada1258	Oceania	121.455	17.2238
gade1242	African Savannah	7.49869	8.71139
gaga1249	Inner Asia	28.02769	44.59876
gaga1251	N Australia	132.643	-12.5176
gahr1239	Indic	77.9596	32.2168
gala1264	African Savannah	10.2542	10.1258
gale1259	Oceania	128.44	2.31461
gali1258	Europe	-7.5343	42.2446
gali1262	NE South America	-56.8323	5.83772
galo1242	Indic	94.6884956	27.9805586
gamb1251	N Australia	126.27131	-14.29546
gami1243	S Australia	149.543	-29.9037
gamo1243	Greater Abyssinia	37.23808	6.27645
gana1278	S Australia	146.5	-38.58
gand1255	S Africa	32.15153	0.66884
gang1266	Southeast Asia	94.1681	24.5113
gang1267	N Australia	139.426	-17.5446
gant1244	Interior New Guinea	144.771	-5.28113
gapa1238	S New Guinea	149.854	-9.73317
gara1269	N Australia	137.72014	-17.4504
gari1256	Mesoamerica	-86.9091	15.3529
garo1247	Indic	90.462	25.2954
gata1239	Indic	82.984	18.6076
gayo1244	Southeast Asia	97.3456	4.3733
gbay1278	African Savannah	21.9707	5.57378
gbay1288	African Savannah	25	8.43391
geba1237	Southeast Asia	96.9492	19.4991
gebe1237	Oceania	129.424	-0.07877
geda1237	N Coast New Guinea	145.781	-5.18175
gela1263	Oceania	160.186	-9.04587
geme1244	African Savannah	20.6611	8.48359
geru1240	African Savannah	9.78484	10.4775
gese1240	Oceania	130.701	-3.8016
ghad1239	N Africa	10.0165	30.1168
ghan1242	Oceania	156.552	-8.02035
ghar1239	Oceania	159.917	-9.4791
gheg1238	Europe	21.3837	42.317
ghod1238	Greater Mesopotamia	46.2252	42.7428
ghom1257	N Africa	-4.6696	34.7979
gida1247	African Savannah	14.07845	9.874715
giiw1236	African Savannah	10.46037	10.35754
gilb1244	Oceania	173.64	0.179
gily1242	N Coast Asia	140.681	52.59
gira1247	N Coast New Guinea	145.423	-5.35342
giry1241	S Africa	39.6648	-3.30638
gizr1240	N Australia	142.804	-9.183
glav1244	African Savannah	13.8652	11.1334
gobu1238	S Africa	20.0194	5.01201
goem1240	African Savannah	9.72453	8.74455
gofa1235	Greater Abyssinia	37.05	6.57645
gogo1265	S New Guinea	142.874	-8.08527
gola1255	African Savannah	-10.8138	7.06193
goli1247	Interior New Guinea	144.8505	-6.2249
golo1234	African Savannah	26.85	7.75
goon1238	N Australia	126.351	-18.4073
goro1270	S Africa	35.7996	-4.23575
gras1249	S New Guinea	147.437	-9.51218
gros1243	Basin and Plains	-108.738	48.4834
guah1255	NE South America	-68.9839	5.81736
guam1248	Andean	-76.582	2.55849
guan1266	Southeast Asia	101.928	31.5655
guan1269	NE South America	-69.5705	1.07554
guar1293	NE South America	-66.922505	1.80835
guat1253	NE South America	-57.2897	-17.8696
gube1234	African Savannah	-17.19	12.56
gude1246	African Savannah	13.403	10.2138
guer1241	Mesoamerica	-99.0023	17.8583
guer1243	Mesoamerica	-98.18953	16.77226
gugu1253	N Australia	144.46	-18.4921
gugu1255	N Australia	144.831	-14.9424
guhu1244	S New Guinea	147.228	-7.99922
guiq1238	Southeast Asia	102.128	30.4803
gulf1241	Greater Mesopotamia	47.5	30.17
guma1254	S New Guinea	150.762	-9.28497
gumu1244	Greater Abyssinia	35.93	11.05
gung1248	S Australia	148.604	-25.6896
gunw1252	N Australia	133.358	-12.3398
guny1241	S Australia	145.862	-27.0642
gura1251	Greater Mesopotamia	44.4956	36.8377
gure1255	S Australia	151.175	-25.3893
guri1248	N Coast New Guinea	141.597	-3.5718
guro1248	African Savannah	-6.31154	7.34954
guru1261	Indic	86.28988	27.41687
guru1271	African Savannah	10.162	9.87332
gusi1247	S Africa	34.76751	-0.78872
gwen1239	S Africa	37.6827	-3.68407
gyel1242	African Savannah	10.2493	2.47457
haaa1252	S Africa	30.4894	-3.77873
hadi1240	Greater Abyssinia	37.7577	7.57377
hadz1240	S Africa	35.0458	-3.83115
haio1238	S Africa	17.0299	-19.7637
hait1244	Mesoamerica	-72.136115	18.795135
haka1240	Southeast Asia	92.8208	22.8735
hakk1236	Southeast Asia	116	25
hala1252	Southeast Asia	107.457	14.7862
halh1238	Inner Asia	106.28874	48.32397
hali1244	Oceania	154.662	-5.26603
halk1245	Alaska-Oregon	-122.443668	49.250402
hame1242	Greater Abyssinia	36.5176	5.06515
hang1263	N Coast New Guinea	142.849	-3.90364
hani1248	Southeast Asia	102.851673333	22.67753
hano1246	Oceania	168.167	-15.5432
haro1237	Southeast Asia	108.995	13.2201
haru1245	Interior New Guinea	144.3375	-5.09522
hass1238	African Savannah	-14.11	18.29
hata1243	N Coast New Guinea	134.037	-1.13531
haus1257	African Savannah	8.7804	11.1513
hava1248	Basin and Plains	-113.385	35.6302
hawa1245	Oceania	-155.43	19.6297
hdii1240	African Savannah	13.6881	10.942
hebr1245	Greater Mesopotamia	35.0179	31.1056
hehe1240	S Africa	35.7255	-7.71572
heil1246	Alaska-Oregon	-127.221	51.7045
hela1238	Indic	85.6289	27.9212
here1253	S Africa	20.5655	-21.0231
hert1241	Greater Mesopotamia	42.5192	37.373
hida1246	Basin and Plains	-102	47.33
hier1240	Greater Mesopotamia	34.615278000000004	40.019722
high1243	Mesoamerica	-97.6159	20.3798
high1276	Mesoamerica	-94.9109	18.198
high1278	Mesoamerica	-97.5556	20.1554
hili1240	Oceania	122.974	10.4018
hind1269	Indic	77	25
hinu1240	Greater Mesopotamia	45.8064	42.4502
hixk1239	NE South America	-58.80153	-0.16265
hlai1239	Southeast Asia	109.459	18.8062
hler1235	Southeast Asia	101.4	24.4
hoaa1235	S Africa	24.69828	-23.93447
hoav1238	Oceania	157.595	-8.19679
holo1240	S Africa	28.3274	-5.37545
homa1239	African Savannah	28.0039	4.97912
hone1235	African Savannah	10.9206	9.79715
honi1244	Southeast Asia	101.886	23.2074
hooo1248	Indic	87.1188	23.9596
hopi1249	Basin and Plains	-110.535	35.7653
horp1239	Southeast Asia	101.72	31.1026
hote1245	Interior New Guinea	146.869	-7.07708
hozo1236	Greater Abyssinia	34.60448	9.38875
hrus1242	Indic	92.63	27.27
huaa1248	S Africa	20.79583	-24.20022
hual1241	Andean	-75.594	-9.57135
huam1247	NE South America	-77.9797	-3.99109
huar1255	Mesoamerica	-108.437	27.8685
huas1242	Mesoamerica	-98.5028	21.6153
huba1236	African Savannah	13.139	10.3544
huic1243	Mesoamerica	-104.062	21.954
hula1239	S New Guinea	147.705	-9.99427
hula1244	Greater Mesopotamia	43.4865	31.9111
huli1244	Interior New Guinea	142.963	-5.97212
humb1243	African Savannah	-1.69301	15.2948
hung1274	Europe	19.6555271429	46.9068585714
hung1275	Southeast Asia	104.772	18.7849
hunz1247	Greater Mesopotamia	46.1369	42.0808
hupd1244	NE South America	-69.8359	0.58622
hurr1240	Greater Mesopotamia	43.3154	40.7339
huuu1240	Southeast Asia	100.881	22.0163
hyam1245	African Savannah	7.95163	9.57832
iaai1238	Oceania	166.59	-20.6301
iama1237	S New Guinea	150.573	-9.45005
iatm1242	N Coast New Guinea	143.316	-4.30064
ibal1244	Oceania	120.695	16.4263
iban1264	Southeast Asia	112.934	2.09041
iban1267	Oceania	121.891	17.4201
ibat1238	Oceania	121.909	18.9398
ibib1240	African Savannah	7.86688	5.15279
icel1247	Europe	-19.0212	63.4837
idaa1241	Southeast Asia	118.515	5.29059
idii1243	S New Guinea	142.301	-8.75976
idom1241	African Savannah	7.71261	7.19139
idum1241	Indic	95.6472	29.4473
idun1242	S New Guinea	150.24	-9.34361
igna1246	NE South America	-65.3993	-15.1188
ikkk1242	S Africa	34.2507	3.61407
ilaa1246	S Africa	26.45548	-15.60807
ilia1236	Oceania	124.766	7.34448
iliu1237	Oceania	125.902	-7.84385
ilok1237	Oceania	120.993	15.9361
ilon1239	Oceania	121.547	16.3785
imba1240	Andean	-78.3729	0.31776
imon1245	N Coast New Guinea	141.171	-3.31228
inap1242	NE South America	-69.30827	-12.46525
indo1316	Southeast Asia	109.716	-7.33458
ines1240	California	-120.08	34.6169
inga1252	Andean	-76.8606	1.00313
ingr1248	Inner Asia	29.71145	59.47403
ingu1240	Greater Mesopotamia	45.03	43.11
iqui1243	NE South America	-73.97046	-3.31233
iran1262	Southeast Asia	118.224	4.3362
iraq1241	S Africa	35.2939	-4.19948
irar1238	N Coast New Guinea	133.586	-2.94438
iray1237	Oceania	120.65	13.381
iris1253	Europe	-7.61509	53.2186
iron1242	Greater Mesopotamia	44.61	42.98
irul1243		79.95209	12.70645
isco1239	NE South America	-74.5193	-7.75236
isin1239	Oceania	121.12	16.3299
isir1237	N Coast New Guinea	138.595	-1.88775
isla1278	Mesoamerica	-61.342957	15.364795
isna1241	Oceania	121.16	18.2139
isth1240	Mesoamerica	-94.7347	17.9401
isth1241	Mesoamerica	-94.6647	18.2513
isth1242	Mesoamerica	-94.7547	18.2
ital1282	Europe	12.6489	43.0464
iton1250	NE South America	-64.35748	-12.80431
itza1241	Mesoamerica	-89.8734	17.0269
iumi1238	Southeast Asia	101.17	20.83
ivat1242	Oceania	121.85	20.77
iwai1244	N Australia	132.453	-11.3379
iwal1237	S New Guinea	146.983	-7.20938
iwam1256	Interior New Guinea	141.817	-4.27346
iyoo1238	N Coast New Guinea	146.092	-5.84161
jahh1242	Southeast Asia	102.291	3.67619
jalk1242	African Savannah	-5.21959	10.5426
jama1261	NE South America	-66.5662	-7.62223
jama1262	Mesoamerica	-77.2612	18.13
jamb1236	Southeast Asia	103.13	-2.6469
jams1239	African Savannah	-2.57999	14.1794
japa1238	N Coast Asia	139.079	36.0221
japh1234	Southeast Asia	102.36	32.1
jaqa1244	Andean	-75.809231	-12.741939
jara1266	Southeast Asia	107.813	13.6161
jaru1254	N Australia	128.262	-18.3288
java1254	Southeast Asia	109.287	-7.001
jede1239	Southeast Asia	101.75	5.3
jeha1242	Southeast Asia	101.541	5.63695
jehh1245	Southeast Asia	107.753	15.2351
jenn1240	Indic	76.5767	11.5041
jeru1240	Indic	86.2547	27.1741
jiba1237	African Savannah	11.5099	9.26508
jina1244	African Savannah	14.9611	11.3555
jita1239	S Africa	33.9141	-1.62681
jjuu1238	African Savannah	7.97167	9.83116
juan1238	Indic	85.5845	21.2606
juho1239	S Africa	20.7673	-19.688
juku1254	African Savannah	10.2576	7.20236
jurm1239	African Savannah	29.974	6.03321
kaba1278	Greater Mesopotamia	43.3918	43.5082
kaba1281	African Savannah	16.7344	7.64972
kaby1243	N Africa	4.76137	36.4103
kach1280	Southeast Asia	97.3278	25.4634
kach1284	Greater Abyssinia	37.9291	6.3971
kada1242	Indic	76.7285	11.0602
kado1242	Southeast Asia	100.092	21.5259
kafa1242	Greater Abyssinia	36.1718	7.34022
kaga1256	Oceania	119.872	10.4656
kagf1238	African Savannah	4.8387	11.5319
kagu1239	S Africa	37.0534	-6.38204
kaik1246	Indic	83.1384	28.853
kain1272	SE South America	-52.5394	-27.7671
kair1263	N Coast New Guinea	143.558	-3.34608
kaki1249	S New Guinea	145.816	-7.9946
kala1377	N Australia	142.196	-10.6748
kala1384	S Africa	27.401	-21.2887
kala1388	Oceania	125.328	6.8126
kala1399	E North America	-52.864	69.3761
kala1400	Alaska-Oregon	-123.925	44.9861
kali1308	Basin and Plains	-114.19	47.5825
kalk1246	S Australia	139.5	-21
kalm1243	Inner Asia	45.316667	46.566667
kalu1248	S New Guinea	142.788	-6.45932
kama1351	Inner Asia	94.83	55.07
kama1367	N Coast New Guinea	143.842	-3.8503
kama1370	Interior New Guinea	145.728	-6.25829
kamb1297	S Africa	37.9532	-1.60827
kamb1299	Oceania	120.235	-9.88447
kamb1316	Greater Abyssinia	37.9088	7.37582
kamm1249	African Savannah	11.05611111	8.305
kamo1255	S New Guinea	135.883	-4.30433
kamu1260	S New Guinea	142.639	-7.28798
kana1286	Oceania	120.887	23.3235
kana1288	S New Guinea	149.751	-10.1658
kana1291	NE South America	-68.7678	-6.45399
kani1286	Interior New Guinea	145.556	-6.38841
kank1243	Oceania	120.689	16.8548
kaon1241	S Africa	25.7646	-12.4129
kapi1249	Oceania	154.797223	1.039166
kaqc1270	Mesoamerica	-90.9881	14.4662
kara1476	S Australia	122.334	-18.6771
kara1482	African Savannah	22.9947	9.99526
kara1486	N Coast New Guinea	151.111	-2.81957
kara1487	Oceania	120.956	16.5655
kara1499	N Coast New Guinea	132.678	-3.47037
kara1500	NE South America	-50.3492	-11.1881
karb1241	Indic	93.0462	25.7317
kare1335	Inner Asia	30.8655	65.1691
kare1338	African Savannah	15.2207	7.05641
kari1254	NE South America	-40.487275	-7.434628
kari1306	African Savannah	25.7491	5.03525
kari1311	NE South America	-64.1522	-9.37937
kark1258	N Coast New Guinea	141.098	-3.74954
karn1252	N Coast New Guinea	147.917	-5.74133
karo1304	California	-123.315	41.8228
kash1277	Indic	74.330455	34.166825
kask1239	Alaska-Oregon	-130	61
katb1237	Oceania	167.484	-16.2701
kats1235	Southeast Asia	102.4	24.6
kaul1240	N Coast New Guinea	149.696	-6.08192
kaur1267	S Australia	138.4800794	-34.34966141
kaur1271	N Coast New Guinea	140.14	-3.39188
kava1241	Oceania	121.645	24.6947
kawa1283	California	-118.679	36.0538
kawi1241	Southeast Asia	111	-7
kaya1315	Southeast Asia	97.4138	19.5183
kaya1319	N Australia	139.489	-17.0695
keap1239	S New Guinea	147.95	-10.1342
keda1252	Oceania	123.77	-8.23039
keig1242	African Savannah	29.3889	11.2064
kele1255	S Africa	24.3098	0.36906
kele1258	N Coast New Guinea	147.064	-2.09163
kele1259	Oceania	121.035	16.7099
kelo1247	Oceania	124.429	-8.40688
kemb1249	Southeast Asia	110.468	0.66181
keme1240	African Savannah	10.4984	6.6957700000000004
keng1240	African Savannah	18.1464	11.6816
kens1248	Southeast Asia	101.026	5.98085
kenu1236	N Africa	31.8992	21.2837
keoo1238	Oceania	121.256	-8.8704
kera1248	African Savannah	-16.6857	12.3652
kera1255	African Savannah	15.1419	9.88165
keri1250	Southeast Asia	101.403	-1.93668
kesa1244	Interior New Guinea	145.58	-5.76797
kett1243	Inner Asia	87.5466	63.7551
kgal1244	S Africa	22.72016	-24.9208
khak1248	Inner Asia	107.16939	50.73933
khal1275	Indic	87.5053	27.3912
kham1282	Inner Asia	91.7062	31.9313
khan1274	Southeast Asia	103.736	21.6624
khan1277	Indic	94.247299	25.73633
khan1278	African Savannah	7.44363	4.70908
khar1287	Indic	84.3922	22.3571
khar1288	Southeast Asia	94.0503	25.2738
khas1269	Indic	91.9998	24.977
khez1235	Indic	94.3114	25.7078
khin1240	Greater Mesopotamia	48.0571	41.1801
khmu1256	Southeast Asia	101.671	20.2463
khum1248	Southeast Asia	92.9894633333	22.87125
khva1239	Greater Mesopotamia	45.9977	42.2743
kich1262	Mesoamerica	-91.1696	14.5278
kiku1240	S Africa	36.719	-0.29005
kile1243	Inner Asia	132.48	47.585
kili1267	S New Guinea	151.072	-8.72574
kima1244	Southeast Asia	116.96	6.61982
kima1246	S New Guinea	138.355	-8.01899
kimm1245	Southeast Asia	105.024	22.9856
kimm1246	African Savannah	15.8936	9.79442
kina1250	Oceania	122.297	10.8131
kinn1249	Indic	78.3148	31.3688
kiow1266	Basin and Plains	-98.9042	34.9403
kips1239	S Africa	35.258532	-0.35774
klam1254	Basin and Plains	-121.704	42.5861
kobo1249	Interior New Guinea	144.46	-5.16446
koda1255	Indic	75.9161	12.2443
koho1244	Southeast Asia	108.057	11.6444
koir1240	Southeast Asia	94.2141	25.2857
koit1244	S New Guinea	147.079	-9.36877
koka1244	S Australia	135.55	-29.94
koko1269	Oceania	159.191	-8.16481
kola1285	Oceania	134.592	-5.48833
kolb1240	African Savannah	13.2707	8.26797
kolc1235	African Savannah	12.8574	3.65994
kolp1236	Oceania	151.583	-5.21042
kolu1245	S New Guinea	150.462	-9.42742
komb1274	S New Guinea	139.902	-5.54543
komc1235	African Savannah	10.3348	6.2596
komi1268	Inner Asia	54.946	64.0527
komi1269	Inner Asia	54.7959	59.6602
komi1270	Southeast Asia	94.534	24.8688
komo1260	S Africa	26.7144	-0.76333
kona1242	Interior New Guinea	142.069	-5.66011
konk1267	Indic	73.994	18.404
kons1243	Greater Abyssinia	37.53	5.39111
kony1248	Southeast Asia	95.0598	26.6823
konz1239	S Africa	29.8696	0.32395
koon1244	S Africa	14.4771	-5.57722
koon1245	African Savannah	13.54152	3.25933
koor1239	Greater Abyssinia	37.8679	5.8054500000000004
kora1294	S New Guinea	149.267	-9.07
kore1280	N Coast Asia	126.98	37.54
kore1283	NE South America	-75.3475	0.92316
kork1243	Indic	77.5541	21.8358
koro1298	African Savannah	-1.96187	14.046
koro1312	S New Guinea	140.047	-5.26952
koro1313	Oceania	155.742	-6.39399
korr1238	Indic	75.2	12.9163
kosa1249	Interior New Guinea	139.645	-4.06603
kosr1238	Oceania	162.98	5.31
kota1263	Indic	76.9387	11.4978
koti1238	S Africa	39.7602	-16.4823
kova1243	N Coast New Guinea	147.862	-5.61712
kove1237	N Coast New Guinea	149.63	-5.58623
koya1251	Indic	81.2096	17.6772
koyr1240	African Savannah	-3.73962	16.192
koyr1242	African Savannah	-0.55187	16.9634
koys1242	Greater Mesopotamia	44.6365	36.0451
kren1239	SE South America	-41.2299	-18.9988
kris1246	N Coast New Guinea	141.303	-2.80084
kron1241	African Savannah	30.003	10.514
kryt1240	Greater Mesopotamia	48.1846	41.1811
kuan1247	S Africa	16.58	-17.7176
kuan1248	N Coast New Guinea	152.114	-4.30986
kuii1252	Indic	83.5859	19.2043
kuik1246	NE South America	-53.2261	-12.3035
kuku1273	N Australia	145.188	-16.0036
kuku1280	N Australia	141.724	-14.0756
kulo1237	Oceania	120.976	23.7562
kulu1253	Indic	87.5717	27.1606
kuma1276	Oceania	164.193	-20.4035
kuma1280	Interior New Guinea	144.977	-5.90586
kumb1268	S Australia	152.913	-29.8189
kumz1235	Indic	56.4202	26.1602
kuna1268	Greater Abyssinia	37.5292	14.5879
kunb1251	N Australia	133.723	-11.9133
kung1259	N Australia	130.881	-12.7
kuni1267	S New Guinea	146.908	-8.09371
kunj1245	N Australia	143.53	-16.6807
kunz1244	Andean	-69	-23
kuot1243	N Coast New Guinea	151.537	-3.06952
kupa1239	Oceania	123.63	-10.2526
kurr1243	S Australia	117.51	-22.2134
kurt1248		90.9822	27.5365
kuru1301	Indic	86.46568	24.46442
kusa1251	Oceania	157.463	-8.04056
kusu1250	Indic	82.6	28.33
kute1248	African Savannah	10.0916	7.07479
kute1249	Basin and Plains	-115.065	48.7892
kuvi1243	Indic	83.7552	18.8832
kuyy1240	Southeast Asia	104.911	14.6698
kwai1243	Oceania	160.965	-8.93744
kwam1249	Greater Abyssinia	34.2457	9.50836
kwam1252	Oceania	169.442	-19.5954
kwar1239	Oceania	160.804	-8.75779
kwaz1243	NE South America	-61.1833	-11.6667
kweg1241	Greater Abyssinia	36.1702	5.40416
kwin1241	N Australia	126.562	-14.2515
kwom1262	N Coast New Guinea	142.664	-4.08721
kxoe1243	S Africa	22.599835	-16.59051
kyer1238	Indic	85.4257	28.2922
laal1242	African Savannah	17.6143	10.0063
labe1239	N Coast New Guinea	152.678	-4.46971
labo1244	Oceania	167.442	-16.4291
labu1248	N Coast New Guinea	146.903	-6.75
labu1249	Southeast Asia	117.507	5.51924
lach1248	Southeast Asia	104.776	22.8549
lafo1243	African Savannah	30.7331	10.3357
lagw1237	African Savannah	14.9884	11.5592
lahu1252	Southeast Asia	100.97	21.2078
lahu1253	Southeast Asia	100.214	21.2701
laiy1246	Oceania	120.483	-6.45512
lakk1252	Greater Mesopotamia	47.0809	42.1328
lala1264	S Africa	30.2297	-12.945
lala1268	S New Guinea	146.749	-8.93195
lama1277	Oceania	122.803	-8.36439
lama1288	African Savannah	13.7362	11.0243
lamb1269	Indic	76.9717	16.5734
lamb1272	S Africa	33.15852	-9.49372
lamb1273	Oceania	119.344	-9.70434
lame1260	Oceania	168.171	-16.6098
lamk1238	Southeast Asia	94.2706	24.1523
lamo1244	N Coast New Guinea	149.321	-5.87071
land1256	African Savannah	-14.0895	10.8753
lang1320	S Africa	35.9517	-4.71413
lang1324	S Africa	33.0553	2.13867
laoo1244	Southeast Asia	102.46	19
lara1258	N Australia	130.922	-12.4111
lara1260	Oceania	122.7619	-8.4746
lard1243	N Australia	139.4343	-16.56152
lash1243	Southeast Asia	98.5481	26.0992
lati1261	Europe	12.4502	41.9026
latv1249	Inner Asia	24.309118	56.826108
lauu1247	Oceania	160.872	-8.51018
lave1248	Southeast Asia	106.322	15.2726
lave1249	Southeast Asia	107.008	14.5994
lavu1241	Oceania	159.119	-9.05569
lazz1240	Greater Mesopotamia	41.9096	41.5004
leco1242	Andean	-67.8818	-15.0092
lega1249	S Africa	27.1424	-3.83196
lega1250	S Africa	28.2621	-3.39007
lele1267	Oceania	168.202	-17.6042
lele1270	N Coast New Guinea	147.207	-2.04783
lele1276	African Savannah	15.81149	9.158
lemb1266	Interior New Guinea	143.891	-4.99504
leme1238	Oceania	167.420676	-13.739697
lena1238	Oceania	169.261	-19.4763
lend1245	S Africa	30.6794	2.1898
leng1259	Oceania	160.42	-9.56425
lepc1244	Indic	88.5726	27.0869
lese1243	S Africa	29.3	1.3
leti1246	Oceania	127.674	-8.19808
lewo1242	Oceania	168.334	-16.7612
lewo1244	Oceania	122.747	-8.54573
lezg1247	Greater Mesopotamia	47.8951	41.5157
lian1251	Southeast Asia	93.542	25.16
libi1244	S Africa	18.8886	1.97729
liby1240	African Savannah	15.0014	22.0032
lihi1237	N Coast New Guinea	152.606	-3.18895
liji1238	African Savannah	8.35562	8.52193
lika1243	S Africa	27.6088	2.13777
liki1240	S Africa	19.0222	1.75106
lill1248	Alaska-Oregon	-122.04	50.7272
limb1266	Indic	87.8859	27.2703
limo1248	Oceania	121.381	17.6081
limo1249	Mesoamerica	-83.0905	9.957414
ling1263	S Africa	15.28532	-4.409174
ling1265	Oceania	167.499	-16.1986
lipo1242	Southeast Asia	101.302	25.226
lish1245	Greater Mesopotamia	44.065281	36.213298
lisu1250	Southeast Asia	98.94	26.91
lith1251	Inner Asia	23.9601	55.1429
lito1235	S Africa	19.24	2.69
litz1237	Oceania	167.415	-16.1331
livv1243	Inner Asia	29.0726	61.6565
livv1244	Inner Asia	22.0262	57.566
loba1239	S Africa	18.3667	2.04881
logo1259	S Africa	29.8866	3.32608
loka1252	African Savannah	8.0933	5.91483
lolo1259	Southeast Asia	101.30185	25.50051
loma1260	African Savannah	-9.69906	7.91585
lomb1257	Europe	9.39509	45.8817
long1395	Oceania	160.663	-9.75258
loni1238	N Coast New Guinea	147.35	-2.06124
lonw1238	Oceania	168.016	-16.2286
lote1237	N Coast New Guinea	150.911	-5.954
loth1237	Southeast Asia	94.04355	26.01396
lotu1250	Southeast Asia	116.232	6.13732
loup1243	E North America	-72.731	42.364
louu1245	N Coast New Guinea	147.346	-2.38659
lowe1412	Oceania	121.311	17.3441
lowe1427	Alaska-Oregon	-124.004	46.7736
lowl1260	Mesoamerica	-95.6876	15.9497
lowl1265	Mesoamerica	-107.854	27.4623
lozi1239	S Africa	24.7398	-17.7052
luan1263	Oceania	127.944	-8.18378
lubu1243	Oceania	121.0365	17.3879
luch1239	S Africa	22.2437	-14.0648
ludi1246	Inner Asia	33.7346	61.853
lugb1240	S Africa	30.8642	3.02245
lugu1238	S Africa	37.5557	-6.86828
luis1253	Mesoamerica	-116.939	33.3184
lule1238	SE South America	-61.887818	-25.221839
lule1254	Europe	17.8057	67.2759
lumb1249	S Africa	11.124	-3.37917
lumu1239	African Savannah	30.253	10.8308
lund1266	S Africa	23.8662	-11.1793
lund1271	Southeast Asia	115.5	4.25064
luok1236	S Africa	34.4896	-0.93296
luse1252	S Africa	18.3991	0.16988
lush1249	Indic	92.6247	22.6138
lush1252	Alaska-Oregon	-122.529	48.42
lusi1240	N Coast New Guinea	149.148	-5.55033
luva1239	S Africa	22.2924	-13.5382
luya1241	S Africa	22.67	-15.01
maan1238	Southeast Asia	115.092	-2.1239
maas1239	African Savannah	-3.64763	11.1324
maba1270	S Africa	20.8759	2.11942
maba1277	African Savannah	20.8889	12.89147
maca1259	NE South America	-71.2671	6.34582
mace1250	Europe	21.7932	41.5957
mach1267	NE South America	-72.5017	-12.1291
maco1239	NE South America	-66.5813	4.5621
macu1259	NE South America	-60.2209	4.31861
macu1260	NE South America	-70.0749	-0.14459
mada1285	N Coast New Guinea	151.967	-3.34342
madi1260	S Africa	31.8471	3.62499
madn1237	N Australia	130.6	-13.9479
maee1241	Oceania	167.288	-15.9914
mafe1237	Oceania	167.241	-15.4316
maga1260	Indic	85.3335	25.0915
maga1263	Oceania	120.459	15.1954
magd1235	Mesoamerica	-97.5413	17.2837
magu1243	Oceania	124.509	6.9453
maia1253	N Coast New Guinea	145.239	-4.55066
maia1254	N Coast New Guinea	145.096	-4.50212
maib1239	N Coast New Guinea	132.591	-1.3679
mail1248	S New Guinea	149.521	-10.3657
maip1247	NE South America	-67.5	4.8
mais1250	S New Guinea	148.731	-9.22853
mait1250	Indic	86.2211	26.3817
maja1242	Greater Abyssinia	34.97	7.71
maka1304	African Savannah	13.0789	4.15471
maka1311	Oceania	119.838	-5.65551
makc1235	Southeast Asia	107.726	25.5946
makh1264	S Africa	38.8052	-14.8509
makh1266	S Africa	39.5323	-13.6443
