Language_ID	AUTOTYP_area	Longitude	Latitude
mako1251	S Africa	39.5133	-10.9906
maku1277	Inner Asia	127.239	-8.40372
makw1236	S Africa	40.0274	-10.4673
mala1463	Indic	77.2038	8.85517
mala1464	Indic	76.7651	9.59208
mala1479	Southeast Asia	103	1.85856
mala1481	Oceania	124.843	1.48099
mala1522	NE South America	-73.4056	10.9286
mala1534	Oceania	121.391322	17.844833
male1284	Greater Abyssinia	36.9892	5.91975
male1289	N Coast New Guinea	148.445	-5.61613
male1297	Mesoamerica	-84.7318	10.7485
malg1251	African Savannah	13.61	11.77
mali1284	N Coast New Guinea	152.214	-4.71826
mali1285	Mesoamerica	-98.6322	17.2122
malo1243	Oceania	167.16	-15.6835
malt1254	Europe	14.4508	35.8884
malu1245	Oceania	167.208	-15.9813
mama1275	Oceania	125.548	9.44744
mamb1294	African Savannah	14.0013	9.6121
mamb1296	S Africa	31.2269	-8.86817
mamb1306	Oceania	125.475	-9.19552
mamm1241	Mesoamerica	-91.7231	14.8034
mamv1243	S Africa	28.9862	2.68167
mana1288	Indic	84.0515	28.6416
mana1295	N Coast New Guinea	145.033	-4.07921
mana1298	N Coast New Guinea	142.862	-4.19082
mand1415	Southeast Asia	116.228	40.0209
mand1423	S Africa	34.7424	-10.3991
mand1436	African Savannah	-15.6539466667	12.8165233333
mand1440	N Coast New Guinea	151.956	-2.7828
mang1378	Southeast Asia	102.133	21.4305
mang1381	N Australia	133.5	-14.8
mang1394	S Africa	27.0712	2.5511
mang1401	Oceania	-134.97	-23.1095
mang1403	N Coast New Guinea	150.68	-5.89752
mang1404	Interior New Guinea	146.685	-6.99891
mang1405	Oceania	120.329	-8.55748
mani1235	N Coast New Guinea	133.95	-1.49611
manm1238	Southeast Asia	100.842	22.0743
mann1248	African Savannah	-8.86405	7.04616
mans1260	N Coast New Guinea	134.011116	-0.915054
mans1262	Oceania	126.181	6.79221
manu1258	Oceania	129.429	-3.1109
maon1241	Southeast Asia	108.024	25.0169
maor1246	Oceania	176.541	-38.2881
mapo1242	N Coast New Guinea	146.774	-6.86672
mapu1245	Andean	-71.277	-38.7392
maqu1238	NE South America	-64.3877	4.70705
mara1378	Indic	76.6665	17.9344
mara1379	Southeast Asia	94.2205	25.4378
mara1382	Indic	93.0387	22.1138
mara1385	N Australia	134.865	-14.7927
mara1386	N Australia	130.12	-13.6754
mara1396	African Savannah	21.6408	14.087
mara1399	Oceania	167.33	-16.0695
mara1404	Oceania	124.175	7.79414
marg1253	S Australia	144.892	-26.789
marg1265	African Savannah	13.0521	10.93854
mari1414	Indic	79.9144	19.7875
mari1416	Southeast Asia	94.0723	24.2854
mari1424	N Australia	130.237	-13.8818
mari1426	Oceania	168.057941	-14.970047
mari1428	N Coast New Guinea	145.59	-5.349
mari1440	Basin and Plains	-111.749	33.5123
maro1244	Oceania	157.747	-8.37943
mars1254	Oceania	167.73	8.72
mart1255	S Australia	116.607	-20.9294
maru1249	Southeast Asia	99.8338	24.942535
maru1252	NE South America	-72.4027	-6.60703
masa1300	S Africa	36.4573	-3.1419
masa1322	African Savannah	15.4748	10.0606
masb1238	Oceania	123.63579	12.21453
mask1242	Oceania	167.818	-16.5073
matb1237	N Coast New Guinea	130.075	-1.8801
mati1250	Oceania	125.16	7.72124
mato1252	N Coast New Guinea	146.859	-5.91639
mats1244	NE South America	-72.6281	-5.73914
matu1259	S Africa	39.0409	-8.53734
matu1261	N Coast New Guinea	145.779	-4.9078
maun1240	N Australia	133.376	-11.66
mauw1238	N Coast New Guinea	145.394	-4.52416
maxa1247	NE South America	-40.7891	-16.9402
maya1285	Mesoamerica	-84.3439	14.1259
mayk1239	N Australia	140.481	-20.4352
mayo1261	S Africa	27.8282	2.79827
mayo1264	Mesoamerica	-108.981	26.4522
maza1304	African Savannah	13.6873	10.175
mbaa1245	S Africa	25.143	1.06885
mbal1255	S Africa	16.027517	-17.578884
mban1263	S Africa	19.4455	3.98003
mbar1260	African Savannah	15.54	10.91
mbay1241	African Savannah	15.7328	8.23066
mber1257	S Africa	14.2877	-0.477445
mboc1235	African Savannah	9.92766	5.13981
mbol1247	S Africa	24.0443	-0.57181
mbug1242	S Africa	35.8133	-3.75763
mbul1263	N Coast New Guinea	148.041	-5.66965
mbya1239	SE South America	-52.711	-26.0188
meen1242	Greater Abyssinia	35.6255	6.63207
mehe1243	N Coast New Guinea	142.498	-3.70927
mehi1240	NE South America	-53.521	-12.5364
meke1243	S New Guinea	146.586	-8.23853
mele1250	Oceania	168.275	-17.6841
melo1242	Greater Abyssinia	36.811	6.53916
melp1238	Interior New Guinea	144.34	-5.62644
mend1266	African Savannah	-10.9926	7.90935
mend1268	N Coast New Guinea	142.683	-3.67233
meng1267	Oceania	151.373	-5.47036
meny1245	Interior New Guinea	146.071	-7.17425
mera1242	Oceania	151.528	-4.97468
mere1242	Oceania	166.905	-15.2839
meri1244	N Australia	143.773	-9.59575
meru1245	S Africa	37.7396	0.26484
mesc1238	Basin and Plains	-105.566	33.1291
meta1238	African Savannah	9.87416	5.88942
meya1236	N Coast New Guinea	133.618	-1.18016
mezo1235	Mesoamerica	-97.5879	18.1442
mezq1235	Mesoamerica	-99.5564	20.2274
miam1252	E North America	-90	40
mian1256	N Coast New Guinea	141.523	-4.70881
mich1245	Mesoamerica	-103.361	18.3412
midd1327	Interior New Guinea	146.399126	-6.88249
midd1357	S Australia	152.780249	-29.042737
mido1240	African Savannah	27.2236	14.789
mids1243	African Savannah	22.4666	5.87893
miga1249	African Savannah	18.9614	12.2367
miju1243	Indic	97.0444	28.4732
mika1239	E North America	-84	31.5
mikm1235	E North America	-64	46
mila1245	Indic	95.186127	28.5539908
mill1237	Andean	-67.569581	-31.79729
mina1268	Southeast Asia	100.44	-0.896
mina1276	African Savannah	13.84054	10.38053
minh1238	Inner Asia	102.80434	36.33736
mini1251	N Coast New Guinea	152.005	-4.31803
mini1256	NE South America	-73.1107	-1.54535
minn1241	Southeast Asia	118.17	24.5
miri1266	N Australia	128.889	-16.3596
misi1243	S New Guinea	152.696	-10.6821
misk1235	Mesoamerica	-84.2942	15.1576
miwa1242	N Australia	126.921	-14.3484
mixt1426	Mesoamerica	-96.2372	16.1724
miya1259	N Coast Asia	125.363	24.7564
miya1266	African Savannah	9.71505	10.923400000000001
mlab1235	Southeast Asia	101.163	18.5533
mlah1239	Greater Mesopotamia	41.2209	37.0311
mmen1238	African Savannah	10.2541	6.43213
moba1244	African Savannah	0.159565	10.9496
moch1257	Mesoamerica	-92.1734	15.4538
moch1259	Andean	-79	-8.01667
moco1246	SE South America	-60.4145	-28.097
mode1248	Europe	23.13	38.36
moha1258	E North America	-74.66836	43.72
moii1235	N Coast New Guinea	131.52	-0.96532
moke1242	Southeast Asia	98.6765	10.1474
moki1238	Oceania	159.776	6.65651
mokl1243	Southeast Asia	98.3176	8.16761
mokp1239	African Savannah	9.23887	4.24178
moks1248	Inner Asia	42.6728	54.1855
mola1238	Alaska-Oregon	-122.857	44.556
molo1266	African Savannah	14.2521	10.7933
mong1338	S Africa	20.4259	-1.54228
moni1237	Mesoamerica	-85.1746	13.5343
monn1252	Southeast Asia	98.122465	15.49394
mono1270	S Africa	19.8264	4.57915
mono1273	Oceania	155.76	-7.05102
mono1275	California	-119.347	37.1935
mont1268	E North America	-68.7376	49.0533
monz1249	S Africa	18.5129	3.19008
mopa1243	Mesoamerica	-89.0673	16.3533
more1259	Mesoamerica	-99.1322	18.9161
mori1268	Oceania	121.37	-2.56016
mori1269	Oceania	121.035	-2.2555
morm1235	N Coast New Guinea	135.95	-2.87055
moro1285	African Savannah	30.2138	10.9194
moro1287	Oceania	121.824	-4.62361
moro1289	S New Guinea	140.688	-8.5692
mort1237	Oceania	153.710778	5.50735
mose1249	NE South America	-67.83756	-14.64448
mosi1247	S Africa	37.1869	-5.43471
mota1237	Oceania	167.690924	-13.835361
motl1237	Oceania	167.706277	-13.655015
motu1246	S New Guinea	147.424	-9.67492
mouk1239	N Coast New Guinea	149.158	-5.71155
moun1252	S New Guinea	147.384	-9.06973
movi1243	NE South America	-65.6348	-13.8115
moyo1238	Southeast Asia	94.3421	24.4793
mpad1242	African Savannah	14.446893	12.561391
mpii1239	Southeast Asia	100.21	18.1717
mpot1240	S Africa	34.71269	-11.13767
mpur1239	N Coast New Guinea	133.166	-0.7489
mual1241	Southeast Asia	111.077	0.31083
mudu1239	Indic	76.5627	11.062
mudu1242	N Coast New Guinea	149.489	-4.69751
mull1237	N Australia	130.664	-13.427
muna1247	Oceania	122.541	-5.40419
munc1235	Southeast Asia	94.3929	20.289
mund1320	Indic	85.85	23.03
mund1325	African Savannah	14.4751	9.83195
mund1326	African Savannah	29.9967	4.22755
mund1328	African Savannah	10.2704	6.59969
mund1330	NE South America	-57.691	-8.41095
murl1244	African Savannah	33.988	6.69756
murr1258	N Australia	129.70152	-14.74852
muru1266	S Australia	146.546	-28.9618
muru1274	NE South America	-73.8331	-1.13669
musa1266	Interior New Guinea	145.197	-5.37407
musg1254	African Savannah	15.1065	10.8439
muso1238	N Coast New Guinea	146.93	-6.53817
muss1246	N Coast New Guinea	149.624	-1.44105
muth1236	Indic	76.7328	10.3524
muyu1244	S New Guinea	152.731	-9.195
mwag1236	African Savannah	8.96522	9.47205
mwan1247	S Africa	40.4601	-12.5821
mwan1250	African Savannah	-5.9457700000000004	7.87533
mwer1248	S Africa	38.8762	-9.75639
naas1242	Oceania	155.632	-6.46022
naba1256	N Coast New Guinea	146.966	-6.42709
nade1244	NE South America	-66.3068	-1.24449
naka1262	N Coast New Guinea	150.888	-5.59931
nalc1240	Interior New Guinea	139.883	-4.26068
nali1244	N Coast New Guinea	151.332	-2.94411
nalo1235	Oceania	165.8	-10.8
nama1264	S Africa	17.9767	-25.0747
nama1266	S New Guinea	141.706	-8.66403
nama1268	Oceania	168.569	-16.8979
namb1293	S New Guinea	141.931	-8.74501
nami1256	N Coast New Guinea	141.788	-3.85538
namu1246	Southeast Asia	101.898	28.5909
nana1257	N Coast Asia	134.79726	48.43426
nand1266	S Africa	35.408478	0.793737
nang1262	Oceania	165.887	-10.7441
nant1250	NE South America	-72.3507	-12.1018
nara1262	Greater Abyssinia	37.499	15.3251
naro1251	Southeast Asia	114.011	4.42115
narr1259	S Australia	140.158	-36.2301
naru1238	S Australia	137.535	-34.69
natc1249	E North America	-91.33	31.75
nati1243	African Savannah	-5.19517	10.7176
nati1244	Oceania	167.496054	-16.468709
natu1246	Oceania	165.835	-10.6771
naue1237	Oceania	126.741	-8.70733
naur1243	Oceania	166.922	-0.52957
nava1243	Basin and Plains	-109.38	36.33
nawu1242	African Savannah	0.04947	8.45116
naxi1245	Southeast Asia	100	27.5
ncan1245	African Savannah	10.5312	6.50696
ndam1239	S Africa	36.0271	-8.40485
ndam1251	African Savannah	17.326	9.79369
nden1248	S Africa	38.958	-7.54628
ndob1238	S Africa	18.6151	1.32539
ndog1248	African Savannah	27.5588	7.73028
ndom1245	S New Guinea	138.019	-7.93553
ndun1249	S Africa	21.5755	2.3886
nege1240	Southeast Asia	102.291	2.66503
negi1245	N Coast Asia	139.20575	52.96584
neha1247	Oceania	154.2	-4.56875
nend1239	N Coast New Guinea	144.886	-5.04271
nene1249	Inner Asia	71.0234	66.1775
neng1238	Oceania	167.964	-21.5305
nenn1238	S New Guinea	142.032	-8.62183
nepa1254	Indic	85	28
nese1235	Oceania	167.222769	-15.952608
newa1246	Indic	85.326	27.67
nezp1238	Basin and Plains	-116.408	46.3073
ngaa1240	S Australia	127.602	-25.7514
ngab1239	Mesoamerica	-82.3911	8.8251
ngal1292	N Australia	133.936	-13.9783
ngal1296	African Savannah	24.61853	6.63187
ngam1268	African Savannah	15.414	8.57051
ngan1291	Inner Asia	86.2106	73.1354
ngan1295	N Australia	134.649	-12.8448
ngar1235	N Australia	130.651	-15.4661
ngar1283	N Australia	134.73	-17.42
ngar1284	N Australia	126.433	-16.4006
ngas1240	African Savannah	9.46146	9.32042
ngba1284	S Africa	18.12	4
ngba1285	S Africa	18.994	2.98887
ngeq1245	Southeast Asia	106.877	15.6211
ngge1241	Interior New Guinea	139.011	-3.62735
ngit1239	S Africa	30.2242	1.30455
ngom1268	S Africa	20.14148	1.45357
ngul1236	Oceania	137.34	8.45
ngur1261	S Australia	142.45	-27.58
nhan1238	S Australia	114.2680442	-27.425236430000002
nhen1239	NE South America	-66.9646	1.04503
nias1242	Southeast Asia	97.4961	0.90691
nica1252	Mesoamerica	-83.7386	12.4402
nige1253	African Savannah	11.1188	10.9972
niha1238	Indic	76.3318	21.1886
nila1242	S Africa	34.3068	-4.50002
nina1238	NE South America	-62.7801	4.03894
nisg1240	Alaska-Oregon	-129.192	55.199
niua1240	Oceania	-175.64	-15.6014
niue1239	Oceania	-169.86	-19.06
niva1238	SE South America	-61.7606	-22.8557
njan1240	African Savannah	11.51	6.41
nkon1248	African Savannah	0.3209	7.20316
nkor1239	African Savannah	7.45802	4.57641
noct1238	Southeast Asia	95.3903	27.152
noku1237	Oceania	166.603	-14.8974
noma1260	African Savannah	10.9157	4.5893
noma1263	Andean	-74.4371	-11.5349
nonu1241	NE South America	-72.5	-1.25
noon1242	African Savannah	-16.9205	14.792
noon1243	African Savannah	10.5707	6.37256
nopa1235	Mesoamerica	-97.1339	16.0954
nort2671	Inner Asia	22.1113	68.725
nort2684	Southeast Asia	103.863	14.4674
nort2690	Indic	69.211	40.886
nort2697	Greater Mesopotamia	46.4737	40.97768
nort2699	Indic	78.4934	20.1022
nort2702	Indic	81.3842	18.1632
nort2722	Southeast Asia	103.192	32.2766
nort2723	Southeast Asia	101.305	28.6626
nort2724	Southeast Asia	99.656	26.925
nort2732	Southeast Asia	109.759	29.3016
nort2745	Inner Asia	157.853	70.498
nort2747	Southeast Asia	108.162	26.6338
nort2774	S Africa	21.85251	3.56357
nort2775	African Savannah	15.2569	5.9503
nort2795	S Africa	27.4096	-20.2513
nort2828	Oceania	128.323	-0.86437
nort2836	Oceania	168.375	-17.5774
nort2839	Oceania	168.14	-16.1741
nort2845	Oceania	-140.108	-8.89412
nort2847	Oceania	169.303	-19.3733
nort2864	Oceania	128.839	-3.05143
nort2877	Oceania	120.786	17.1057
nort2885	Oceania	123.588	8.5232
nort2930	S New Guinea	144.667	-7.39215
nort2938	Alaska-Oregon	-132.079257	54.004532
nort2942	E North America	-125.67	63.5
nort2951	California	-121.368	39.6721
nort2952	California	-120.645	40.4102
nort2954	California	-119.536	40.0799
nort2957	Mesoamerica	-97.9814	20.1356
nort2959	Mesoamerica	-107.379	26.4348
nort2961	E North America	-87.7862	51.6192
nort2972	Andean	-77.574	7.12761
nort2980	Andean	-75.8128	-11.2132
nort2994	Southeast Asia	108.849	12.1967
nort3047	African Savannah	14.219	10.6755
nort3139	Greater Mesopotamia	36.0468	34.1709
nots1237	N Coast New Guinea	151.661	-3.0557
nsen1242	S Africa	31.3544	-15.3946
nubi1253	S Africa	34.7552	-0.183215
nucl1235	Greater Mesopotamia	45	40
nucl1240	African Savannah	11.71545	8.90347
nucl1301	Greater Mesopotamia	32.8667	39.8667
nucl1302	Greater Mesopotamia	43.78613	41.850397
nucl1305	Indic	76.1198	13.5878
nucl1310	Southeast Asia	93.9665	20.7926
nucl1327	N Australia	131.845	-12.4294
nucl1347	African Savannah	-15.383	15.2534
nucl1417	African Savannah	7.23441	4.62705
nucl1452	S New Guinea	138.773	-8.27141
nucl1454	N Coast New Guinea	136.263	-1.77196
nucl1458	N Coast New Guinea	144.95	-4.2717
nucl1460	Southeast Asia	113	-7
nucl1593	N Coast New Guinea	141.488	-3.50718
nucl1594	N Coast New Guinea	134.071	-3.4511
nucl1595	N Coast New Guinea	138.486	-2.2137
nucl1622	S New Guinea	140.009	-8.15651
nucl1630	S New Guinea	147.899	-9.46246
nucl1632	N Coast New Guinea	140.512	-2.6013
nucl1633	N Coast New Guinea	140.179	-2.5803
nucl1643	N Coast Asia	135	35
nucl1706	Greater Mesopotamia	48.8128	31.3443
nuer1246	African Savannah	32.3829	8.13911
nugu1242	African Savannah	11.1837	4.63103
nukn1238	N Coast New Guinea	146.969	-6.0177
nuku1260	Oceania	154.975	3.84
nung1282	Indic	98.7333	27.2887
nupe1254	African Savannah	5.40031	9.18404
nusu1239	Southeast Asia	98.8801	26.7292
nuuc1236	Alaska-Oregon	-126.67	49.67
nuuu1241	S Africa	19.0841	-29.7054
nyah1249	Southeast Asia	106.543	15.1034
nyah1250	Southeast Asia	101.515	15.8909
nyak1260	S Africa	33.7763	-9.71018
nyal1250	S Africa	30.0201	1.92098
nyal1254	Oceania	163.66	-19.72
nyam1285	African Savannah	10.83652	9.18024
nyan1301	S Australia	121.391	-20.6271
nyan1307	S Africa	30.548	-0.46364
nyat1246	S Africa	34.6657	-5.12263
nyaw1247	N Australia	146.216	-18.8743
nyig1240	N Australia	124.348	-17.9594
nyis1236	Indic	93.675529	27.278263
nyor1246	S Africa	31.3493	0.95294
nyul1247	N Australia	122.851	-16.9129
nyun1247	S Australia	118.151	-33.1199
nzad1234	S Africa	20.194462	-4.102208
nzak1246	African Savannah	15.6675	7.66745
nzak1247	African Savannah	22.8254	4.79567
obok1239	N Coast New Guinea	137.924	-2.88029
obom1235	Oceania	125.09	7.29141
occi1239	Europe	6.82979	44.1415
ocea1241	NA	NA	NA
ocot1244	Mesoamerica	-96.7263	16.8258
ofay1240	NE South America	-53.7227	-22.278
okan1243	Basin and Plains	-119.294	49.2745
okin1246	N Coast Asia	128.6187	27.37384
okoe1238	African Savannah	6.15725	7.53908
oksa1245	Interior New Guinea	142.177	-5.20797
okuu1243	African Savannah	10.5096	6.23712
olde1238	Europe	-1.31	51.06
oldk1249	Southeast Asia	103.866667	13.4125
oldm1242	Southeast Asia	100.5	14.83
oldm1243	Southeast Asia	103.353479	-0.648259
oloo1241	N Coast New Guinea	142.131	-3.2929
olut1240	Mesoamerica	-94.8863	17.8937
omah1247	Basin and Plains	-96.5295	42.0944
omie1241	S New Guinea	148.107	-9.03136
omii1238	S Africa	30.5385	3.2542
onaa1245	SE South America	-68.5	-54
onge1236	Southeast Asia	92.4707	10.6926
onon1246	E North America	-76.12	42.92
onto1237	Oceania	159.701	-5.49029
opat1246	Mesoamerica	-110.06212	31.15211
oriy1255	Indic	85	21
orma1241	S Africa	39.60749	-1.79489
oroc1248	N Coast Asia	137.85131	50.32354
oroh1237	Oceania	161.513	-9.7386
orok1265	N Coast Asia	143.12819	49.36393
orok1266	African Savannah	9.15209	4.89504
orok1267	S New Guinea	145.34	-7.81309
orok1269	S New Guinea	148.09	-8.79019
orow1242	Oceania	165.473	-21.6269
orya1242	N Coast New Guinea	139.89	-2.76483
osam1235	S Africa	13.61	-0.012
otor1240	African Savannah	30.573	11.1187
otta1242	E North America	-83.226	44.5988
owaa1237	Oceania	162.30467	-10.82553
paaa1242	African Savannah	9.30091	11.0175
paam1238	Oceania	168.23693	-16.47548
paas1238	African Savannah	-1.8048	10.2004
paco1243	Southeast Asia	107.094	16.3353
paez1247	Andean	-76.31254	2.61516
pagi1243	S Africa	22.1212	3.15636
pagu1249	Oceania	127.78	1.2134
pahn1237	Southeast Asia	105.165	22.8049
pait1244	Southeast Asia	93.6136	24.0381
paiw1248	Oceania	120.806	22.3271
pala1344	Oceania	134.476678	7.34138
pali1279	NE South America	-51.6246	3.63993
pamb1243	S Africa	26.61	3.739
pamo1252	Oceania	121.268	-1.62663
pamp1243	Oceania	120.502	14.9603
pana1305	California	-117.901	36.0007
pana1307	NE South America	-53	-10.58
pang1287	S Africa	34.8039	-9.96782
pang1290	Oceania	120.365	15.9377
pang1291	Oceania	120.536	6.27167
panj1256	Indic	75.6702	30.0368
pano1254	NE South America	-71.56151	-7.97456
pano1255	NE South America	-75	-7.16666
pany1241	S Australia	118.723	-22.7816
papa1238	Mesoamerica	-97.2554	20.5671
papa1265	Oceania	155.289	-5.92283
papa1268	Southeast Asia	115.58	5.57378
papu1250	N Coast New Guinea	139.651	-2.53482
para1301	Southeast Asia	99.375	22.8658
para1302	Southeast Asia	95.1618	26.2072
para1311	SE South America	-57.08816	-25.60551
para1316	NE South America	-71.8399	10.8427
pare1266	Indic	83.9723	19.075
pare1272	NE South America	-57.4059	-14.5929
pate1247	Interior New Guinea	146.639	-6.91988
patp1243	N Coast New Guinea	152.493	-3.74711
patt1248	Indic	76.5966	32.6963
paul1238	Oceania	128.779	-3.25404
paun1241	NE South America	-63.086994	-14.353747
pawa1255	S New Guinea	145.081	-6.88021
pawn1254	Basin and Plains	-96.8937	36.2862
payn1244	N Coast New Guinea	144.879	-4.94303
pech1241	Mesoamerica	-85.558	15.8033
peer1241	African Savannah	12.2518	7.82186
pela1242	Southeast Asia	97.9183	24.2142
pele1245	N Coast New Guinea	151.05	-5.58045
pemo1248	NE South America	-61.4033	4.97031
pend1242	Oceania	119.862	-0.11396
peng1244	Indic	83.6552	19.3435
penr1237	Oceania	-157.922908	-9.082238
peri1253	Inner Asia	110.157	42.4208
phai1238	Southeast Asia	101.218	19.0383
phak1238	Indic	95.8131	27.8197
phoe1239	Greater Mesopotamia	35.65	34.12
phom1236	Southeast Asia	94.7476	26.4715
phon1246	Southeast Asia	104.088	19.9622
piap1246	NE South America	-68.5953	4.37718
pich1237	NE South America	-74.60281	-10.47249
piji1239	Oceania	160.137	-9.567
pila1245	SE South America	-60.1537	-25.0058
pile1238	Oceania	166.247188	-10.173335
pima1248	Mesoamerica	-108.326	28.654
pina1252	Interior New Guinea	144.137	-5.12624
ping1243	Oceania	160.711	6.20743
pint1250	S Australia	130.643	-23.2963
pipi1250	Mesoamerica	-89.443	13.8931
pite1240	Europe	17.4261	66.4011
pitt1247	S Australia	139.983	-22.7952
plai1258	Basin and Plains	-110.463	51.2437
plat1254	Southeast Asia	47.1211	-19.5907
plau1238	Basin and Plains	-109.353868	49.578028
pnar1238	Indic	92.2628	24.8237
pohn1238	Oceania	158.223	6.87212
poko1263	S Africa	35.2318	1.57023
poli1260	Europe	18.6255	51.8439
poly1242	NA	NA	NA
popt1235	Mesoamerica	-91.6633	15.6609
port1283	Europe	-8.1	39.91
port1285	Oceania	167.78	-16.4952
pott1240	Indic	82.7586	18.596800000000002
poya1241	NE South America	-73.0758	-7.46909
pras1239	Indic	70.922783	35.420531
psik1239	African Savannah	13.569	10.677
puel1244	SE South America	-68.666	-42.223
puin1248	NE South America	-67.6886	3.92974
puka1242	Oceania	-165.83	-10.91
pula1262	African Savannah	-12.7338	12.1826
pula1263	African Savannah	-13.4482	13.8694
pulu1242	Oceania	149.2005	7.35695
puma1239	Indic	86.838	27.0774
pume1238	NE South America	-67.5996	7.10677
puni1241	N Africa	10.356444	36.527295
puoc1238	Southeast Asia	103.931	20.8862
puqu1242	Andean	-69.9611	-15.8992
pura1257	S New Guinea	145.036	-7.59133
pure1242	Mesoamerica	-101.631	19.2467
puri1258	Indic	76.0127	34.3386
puyu1239	Oceania	120.996	22.643
qanj1241	Mesoamerica	-91.3043	15.6846
qaqe1238	N Coast New Guinea	151.702	-4.45258
qaua1234	Southeast Asia	106.16455	26.155438
qawa1238	SE South America	-74.707536	-49.303195
qima1242	Greater Abyssinia	37.0542	12.8119
quap1242	Basin and Plains	-92	34.15
quer1236	Mesoamerica	-100.115	20.1396
quey1238	Southeast Asia	100.813	30.3113
quil1240	Alaska-Oregon	-124.603	47.9106
quio1240	Mesoamerica	-96.602	17.5621
rabh1238	Indic	91.1689	25.8248
rade1240	Southeast Asia	108.41	12.979
raji1240	Indic	81.577	28.6151
rama1270	Mesoamerica	-83.8571	11.5007
ramo1244	N Coast New Guinea	152.451	-4.17306
rapa1244	Oceania	-109.342	-27.113
rapa1245	Oceania	-144.338	-27.6304
rapo1238	Oceania	154.834	-5.78724
raro1241	Oceania	-159.78	-21.23
rata1244	Oceania	124.858	1.07592
raut1239	Indic	81.1617	28.9518
rawa1267	N Coast New Guinea	145.937	-5.83155
reja1241	Southeast Asia	114.169	2.71903
remb1250	Oceania	120.973	-8.53361
remo1247	Oceania	121.453	14.6254
rend1243	S Africa	37.3608	2.27065
reng1252	Southeast Asia	107.9459	14.456
renn1242	Oceania	160.265	-11.6237
rere1240	Oceania	167.651	-16.2934
resi1247	NE South America	-71.60524	-1.169535
reye1240	NE South America	-67.0833	-14.8333
rian1263	S New Guinea	138.484	-7.50746
rikb1245	NE South America	-58.1942	-11.1887
rita1239	N Australia	135.259	-13.4559
roma1326	Europe	9.92812	46.5538
romb1245	Oceania	122.56	12.4047
rong1264	Inner Asia	79.567	30.528
rong1266	Southeast Asia	93.7869	25.098
ronn1241	African Savannah	9.02	9.3
roto1249	Oceania	155.154	-5.94339
rotu1241	Oceania	177.066	-12.5008
rovi1238	Oceania	157.408	-8.20493
ruch1235	Southeast Asia	98.0915	21.6176
ruka1240	Oceania	120.844	22.7738
ruma1248	Southeast Asia	97.3172	23.6404
rumu1243	S New Guinea	144.179	-7.17149
rung1258	African Savannah	20.9945	9.7154
rung1259	Southeast Asia	116.743	6.83989
russ1263	Inner Asia	50	59
russ1264	Inner Asia	105.5637	50.85331
rutu1240	Greater Mesopotamia	47.3244	41.6187
saaa1240	Oceania	161.467	-9.60258
saaa1241	Oceania	168.228	-15.9534
saam1283	S Africa	34.0335	0.3652
saar1237	Oceania	120.711	23.2632
saba1263	Southeast Asia	117.024	4.64808
saba1267	Southeast Asia	115.512	5.30433
saba1268	NE South America	-60.335	-12.9857
sabu1255	Oceania	121.847	-10.5522
safw1238	S Africa	33.4766	-8.54936
saga1262	S Africa	38.5037	-3.60164
sais1237	Oceania	121.067	24.6043
saka1289	Oceania	167.051	-15.0757
saka1291	Southeast Asia	44.32	-20.28
saki1247	Oceania	121.531394	24.026316
saki1248	NE South America	-62.0927	-13.054
sali1253	California	-121.718	37.6646
salt1242	Interior New Guinea	145.021	-6.26519
samb1305	African Savannah	11.7366	8.19236
samb1311	African Savannah	11.7077	8.06905
samo1303	S New Guinea	142.195	-6.15496
samo1305	Oceania	-171.83	-13.92
sana1295	Greater Mesopotamia	44.8412	15.6552
sana1297	Mesoamerica	-81.70425	12.55352
sanb1241	Mesoamerica	-96.762	16.0409
