Language_ID	AUTOTYP_area	Longitude	Latitude
sanb1242	Andean	-78.3075	9.15686
sand1273	S Africa	35.4808	-5.26918
sand1278	Mesoamerica	-94.7001	16.3514
sang1321	Southeast Asia	94.6279	25.8581
sang1330	S Africa	33.9	-8.4
sang1331	S Africa	26.8462	-10.0236
sani1269	Southeast Asia	103.759	24.278
sanj1284	Mesoamerica	-96.5967	17.0332
sanm1289	NE South America	-76.6608	-6.9582
sanm1295	Mesoamerica	-97.622482	17.046881
sanm1301	Mesoamerica	-97.5936	18.74
sant1410	Indic	87.8185	25.0317
sant1436	Mesoamerica	-97.9484	16.7003
sant1451	Mesoamerica	-96.0486	16.033
sanu1240	NE South America	-64.5	4.5
sapo1253	Oceania	154.732	-5.64103
sapu1248	Southeast Asia	106.843	15.3692
sara1321	African Savannah	19.2566	9.39388
sara1327	Oceania	125.499	5.84903
sara1331	NE South America	-57.8	-16.07
sara1340	NE South America	-54.0238	4.54729
sars1236	Basin and Plains	-114.301	50.8822
sasa1249	Oceania	116.284	-8.58349
sata1237	Oceania	147.038	7.36084
sauk1252	N Coast New Guinea	146.759	-6.31958
saur1249	Indic	87.6432	24.8124
savo1255	Oceania	159.814	-9.12853
saya1246	African Savannah	9.71748	9.69441
seda1262	Southeast Asia	108.027	14.7793
seim1238	Oceania	144.25	-1.2666667
seke1241	Oceania	168.197	-15.8839
sekp1241	African Savannah	0.5886	7.16751
sela1259	Oceania	130.961	-8.18376
sela1260	Oceania	120.496	-6.10145
sele1249	African Savannah	0.42458	7.17462
sele1250	N Coast New Guinea	147.234	-6.03532
selk1253	Inner Asia	82.3004	59.9409
sema1265	Southeast Asia	102.816	4.1217
sema1266	Southeast Asia	101.477	4.13257
seme1247	Southeast Asia	102.806	2.82799
sene1264	E North America	-77.53	42.56
seng1281	N Coast New Guinea	149.784	-6.16474
seri1257	Mesoamerica	-112.384	28.9877
serr1255	California	-116.772	33.9479
seve1240	E North America	-89.9331	53.9092
sgaw1245	Southeast Asia	97.7126	17.9872
shab1252	Greater Abyssinia	35.223	7.64407
sham1280	S Africa	38.29	-4.8
shan1283	NE South America	-73.3264	-8.00919
shas1239	California	-122.738	41.7587
shaw1249	E North America	-83	40
shee1238	Southeast Asia	114.814	23.0399
shek1245	Greater Abyssinia	35.2826	7.05022
sher1257	Indic	92.5799	27.0035
sher1258	African Savannah	-12.7405	7.77585
shil1265	African Savannah	31.7926	9.85472
ship1254	NE South America	-74.8219	-7.17105
shix1238	Southeast Asia	100.4	28.3895
shol1240	Indic	77.2211	11.9458
shon1251	S Africa	29.75725	-17.20849
shor1247	Inner Asia	88.4344	52.32607
shos1248	Basin and Plains	-116	41
shua1257	NE South America	-78.1892	-3.45136
shwe1236	Southeast Asia	97.7972	23.6729
siam1242	African Savannah	-4.92143	10.998
siar1238	N Coast New Guinea	152.892	-4.62059
siaw1243	N Coast New Guinea	141.42	-4.05312
sich1238	Southeast Asia	102.121	28.1947
sici1248	Europe	14.0414	37.5735
sici1249	African Savannah	-5.28932	11.1789
sida1246	Greater Abyssinia	38.3729	6.74176
siee1239	Oceania	169.166	-18.8181
sier1248	Mesoamerica	-96.9	18.45
sier1250	Mesoamerica	-96.6191	17.4219
sika1261	Oceania	162.72952	-8.378194
siks1238	Basin and Plains	-113.109	49.0669
siku1242	Southeast Asia	95.9636	2.69113
sile1255	N Coast New Guinea	145.225	-4.98243
simb1256	Oceania	156.541	-8.26947
sina1266	S New Guinea	147.861	-9.79791
sing1264	Southeast Asia	95.606	27.296
sini1242	African Savannah	-0.78772	13.7206
sion1247	NE South America	-76.0237	0.31733
sioo1240	N Coast New Guinea	147.353	-5.96037
sira1267	Oceania	120.315	22.9777
siri1273	NE South America	-63.9688	-15.5298
siri1274	NE South America	-70.184	0.436515
siro1249	N Coast New Guinea	145.994	-5.52893
sisi1250	Oceania	156.83	-7
situ1238	Southeast Asia	102.660664	31.590536
sius1254	California	-124.379	42.5111
siwa1245	Oceania	155.452	-6.6429
siwi1239	N Africa	25.519627	29.200415
siwu1238	African Savannah	0.44362	7.23811
siyi1240	Southeast Asia	93.6884	23.8192
skol1241	Inner Asia	29.7204	68.8326
slov1268	Europe	14.7766	46.2543
sobe1238	N Coast New Guinea	138.75	-1.86998
soch1239	Mesoamerica	-96.6079	17.7985
soga1242	S Africa	33.3942	0.40456
soli1239	S Africa	28.7934	-15.5213
soma1255	Greater Abyssinia	45.152856	4.778704
soni1259	African Savannah	-11.7178	13.1273
sons1242	Oceania	132.221282	5.328596
sooo1254	Southeast Asia	105.001	16.9081
sooo1256	S Africa	34.7595	2.58367
sora1254	Indic	84.19	19.1213
sout1528	Europe	18.81	44.15
sout1549	Indic	78.5936	19.6908
sout2649	Greater Mesopotamia	65.7	31.5
sout2674	Europe	13.7006	62.8801
sout2679	Inner Asia	27	57.85
sout2715	Indic	84.8511	28.106
sout2728	Southeast Asia	103.384	31.5392
sout2729	Southeast Asia	100.622	27.8408
sout2730	Southeast Asia	100.289	25.519
sout2741	Southeast Asia	109.222	25.8874
sout2782	African Savannah	13.6164	9.51408
sout2797	African Savannah	-4.65678	10.877
sout2807	S Africa	27.89	-28.78
sout2826	African Savannah	-7.56872	4.47607
sout2856	Oceania	168.377	-17.7006
sout2857	Oceania	167.477	-16.5116
sout2859	Oceania	168.211	-16.2975
sout2869	Oceania	169.35603	-19.57953
sout2895	Oceania	129.148	-3.23411
sout2896	Oceania	123.531	-8.49783
sout2912	Oceania	124.29	13.6989
sout2918	Southeast Asia	119.483887	4.755836
sout2949	S New Guinea	143.244	-8.64889
sout2954	N Coast Asia	129.28521	28.1955
sout2956	Alaska-Oregon	-132.008	53.2616
sout2959	E North America	-117.047	59.8794
sout2976	Mesoamerica	-103.983	23.1584
sout2985	California	-120.507	38.2363
sout2989	SE South America	-57.945626	-23.427556
sout2994	NE South America	-59.5187	-14.3707
sout2996	Andean	-70.3442	-17.1417
sout3236	Greater Abyssinia	35.51	9.98
sout3261	Greater Mesopotamia	47.565486	41.977226
sril1245	Indic	79.864	6.91603
stan1289	Europe	1.569	41.453
stan1290	Europe	2	48
stan1293	Europe	-1	53
stan1306	Southeast Asia	101.699	3.08896
stan1318	Greater Mesopotamia	43.8525	27.9625
suab1238	N Coast New Guinea	132.157	-2.07971
suba1238	S Africa	34.1033	-0.95719
suda1237	African Savannah	28.774	5.654
sude1239	S New Guinea	153.488	-11.5229
suen1241	S New Guinea	147.534	-7.76339
suku1259	S Africa	17.7736	-5.76495
suku1261	S Africa	32.8765	-3.16082
suku1272	African Savannah	13.6437	10.8933
sulk1246	N Coast New Guinea	151.891	-5.03471
sume1241	Greater Mesopotamia	45.6667	31.3
sumi1235	Southeast Asia	94.4235	25.9996
sund1252	Southeast Asia	107.106	-6.89708
sunw1242	Indic	86.2476	27.5201
supy1237	African Savannah	-5.87709	11.632
surg1248	Inner Asia	73.35	61.25
surs1246	N Coast New Guinea	152.768	-3.99078
suru1261	NE South America	-48.588	-5.9271
suru1262	NE South America	-61.2818	-11.0989
susu1250	African Savannah	-13.3628	10.4046
swah1253	S Africa	37.624	-8.25605
swed1254	Europe	17.389526	59.800634
taba1263	Oceania	127.633	1.46563
tabo1241	S New Guinea	143.305	-8.09387
tafi1243	African Savannah	0.39875	6.79522
taga1270	Oceania	121.747	14.06
taga1272	Oceania	125.175	6.9712
taga1273	Southeast Asia	116.177	4.42907
tagb1258	Oceania	118.497	9.54263
tagi1241	Indic	94.221711	27.986064
tago1246	African Savannah	30.9306	12.0346
tagw1240	African Savannah	-5.17372	8.67053
taha1241	N Africa	8.73169	22.5908
tahi1242	Oceania	-149.45	-17.6485
taia1239	N Coast New Guinea	144.506	-4.05047
tain1253	S New Guinea	145.682	-7.40306
tain1254	Mesoamerica	-66.8042	18.2836
taji1246	Oceania	120.01	-0.31553
take1257	California	-123.452	42.423
taki1248	N Coast New Guinea	145.975	-4.69057
taku1257	Oceania	157.032085	-4.773094
tali1259	Oceania	160.231	-9.76764
tama1331	African Savannah	21.9951	14.332
tama1365	African Savannah	-2.41269	14.2038
tamb1254	Southeast Asia	116.373	5.68284
tami1289	Indic	78.825989	10.520219
tami1290	N Coast New Guinea	147.732	-6.70017
tane1237	Oceania	166.97	-11.68
tang1334	Southeast Asia	102.246464	38.894904
tang1336	Southeast Asia	94.3567	25.0489
tang1347	Oceania	166.958	-15.5643
tang1348	Oceania	153.611	-4.08824
tang1373	Inner Asia	103.54273	35.803799
tang1377	Indic	94.98	28.95
tani1257	NE South America	-70.3853	-0.59023
tanz1241	S Africa	35.459	-11.779
tara1313	Southeast Asia	94.1703	24.4003
tari1256	NE South America	-68.9042	0.440205
tari1263	N Africa	-3.430616	34.916974
taro1264	Oceania	121.358	23.9032
tata1255	Inner Asia	49.11577	55.79592
tata1257	Southeast Asia	115.553	5.49808
tata1258	Mesoamerica	-97.5311	16.2963
taul1251	N Coast New Guinea	152.095	-4.44425
taus1251	Southeast Asia	118.88	5.12236
taus1253	NE South America	-75.5603	-3.22497
tauy1241	Interior New Guinea	145.366	-5.74255
tawa1275	S New Guinea	150.644	-10.3115
tawa1286	African Savannah	4.47692	13.9878
taya1257	N Africa	7.6743	16.9232
tbol1240	Oceania	124.538	6.20377
tean1237	Oceania	166.868	-11.6752
teda1241	African Savannah	14.7717	18.0426
tedi1235	Southeast Asia	93.519	23.6079
tega1236	African Savannah	31.1112	11.9523
tehu1242	SE South America	-68.3235	-47.5796
teiw1235	Oceania	124.174	-8.37662
teke1275	S Africa	14.8664	-1.61688
tekt1235	Mesoamerica	-92.1136	15.4599
tele1256	Interior New Guinea	141.731	-5.07444
telu1262	Indic	78.7024	16.4529
tema1239	Mesoamerica	-99.7968	19.3282
temb1272	S Africa	20.36849	2.0246
temi1246	Southeast Asia	101.438	4.974
temo1245	Mesoamerica	-99.6541	19.6001
temp1235	Southeast Asia	116.545	6.36389
tene1248	African Savannah	-3.37158	14.0675
teng1272	Southeast Asia	113.037	-7.89069
tenn1246	African Savannah	32.6307	4.91107
teop1238	Oceania	154.971	-5.67474
tepe1278	Mesoamerica	-101.729	19.2343
tera1251	African Savannah	11.80953	11.0376
tere1278	Oceania	155.745	-6.70051
tere1279	SE South America	-56.0329	-20.6614
teri1250	Mesoamerica	-82.9631	9.067
term1237	Oceania	123.169	-10.7326
tern1247	Oceania	127.333	0.80562
tete1251	Mesoamerica	-98.893	18.8854
tetu1245	Oceania	125.528	-9.11217
tetu1246	Oceania	125.583	-8.58405
teun1241	Oceania	129.143718	-6.97086
tezo1238	Mesoamerica	-97.9002	17.6155
thad1238	Southeast Asia	93.722	24.096
thai1261	Southeast Asia	100.671	14.192
thak1245	Indic	83.6466	28.7014
than1259	Indic	85.7657	28.7554
thao1240	Oceania	120.93	23.8333
thar1283	S Africa	38.073	-0.13221
thay1249	N Australia	142.034	-14.8159
thul1246	Indic	87.6063	27.5389
thur1254	S Australia	150.721	-34.634
tibe1272		90.1872	28.3681
tibe1274	African Savannah	11.3103	5.30535
ticu1245	NE South America	-69.8723	-3.66289
tido1248	Oceania	127.746	0.02461
tief1242	African Savannah	-4.52619	10.7184
tief1244	African Savannah	-4.45	10.85
tien1242	S Africa	16.4765	-2.84694
tiga1245	N Coast New Guinea	150.893	-2.70951
tigo1236	African Savannah	10.70849	6.983995
tika1246	African Savannah	11.6104	5.87004
tiko1237	Oceania	168.822	-12.2766
tilu1238	Indic	86.4694	27.2203
tima1241	African Savannah	29.1632	11.7176
timn1235	African Savannah	-12.3331	8.90294
timu1262	Southeast Asia	115.826	5.1796
tina1248	Oceania	120.095	15.5797
tira1254	African Savannah	30.8092	11.0963
tiri1258	Oceania	165.792	-21.8147
tiru1241	Oceania	124.127	6.77321
tita1241	N Coast New Guinea	146.888	-2.18168
tivv1240	African Savannah	9.26287	6.88039
tiwi1244	N Australia	130.949	-11.6308
toab1237	Oceania	160.619	-8.39233
toar1246	S New Guinea	146.206	-8.07231
toba1268	SE South America	-58.0158	-21.5474
tobe1252	Oceania	128.154	1.0946
toda1252	Indic	77.0168	11.4184
toho1245	Basin and Plains	-111.995	31.7973
tojo1241	Mesoamerica	-91.7825	16.2572
toke1240	Oceania	-171.780833	-9.227642
tokp1240	S New Guinea	147.303	-9.41971
toll1241	Mesoamerica	-87.0372	14.6686
tolo1255	Oceania	166.772	-15.1569
toma1245	African Savannah	-9.23439	8.20383
tomb1244	Southeast Asia	117.322	6.2892
tomm1242	African Savannah	-3.28	14.756
tond1249	African Savannah	-2.816163	15.262989
tong1308	Southeast Asia	100.102	6.88137
tong1318	S Africa	27.103495	-17.422325
tong1325	Oceania	-175.25	-21.17
tong1329	California	-118.11	34.1
tonk1249	Basin and Plains	-96.75	30.25
toor1238	S Africa	30.6389	0.57291
tora1259	Oceania	155.496	-6.19922
torr1261	N Australia	142.692	-11.066
tosk1239	Europe	20	41
tote1238	S Africa	24.3751	-16.9575
toto1302	Indic	88.975	26.67
touo1238	Oceania	157.296	-8.58405
trin1274	NE South America	-65.4096	-15.3331
trio1238	NE South America	-55.7599	2.53616
trum1247	NE South America	-53.5717	-11.8119
tsam1247	Greater Abyssinia	36.9139	5.3097
tsat1238	Southeast Asia	109.336	18.3192
tsha1245	Indic	91.7741	27.3694
tsis1238	African Savannah	5.11073	10.2882
tsix1234	S Africa	23.998153	-19.180953
tsog1243	S Africa	11.1359	-1.55469
tson1249	S Africa	31.8105	-23.5754
tsou1248	Oceania	120.787	23.216
tswa1253	S Africa	24.7587	-24.368
tswa1255	S Africa	32.4287	-22.9891
tuba1278	California	-117.163	35.327
tuca1252	NE South America	-69.5763	0.579755
tuge1241	S Africa	35.8499	0.66573
tugu1245	Oceania	126.7	-7.72555
tuka1248	Oceania	123.578	-5.30994
tuki1240	African Savannah	11.5353	4.64348
tula1252	African Savannah	11.52551	9.84629
tule1245	California	-118.768616	36.05354
tulu1258	Indic	75.2651	12.8114
tuml1238	N Coast New Guinea	142.346	-3.14955
tumu1242	African Savannah	-1.79707	10.63451
tune1261	African Savannah	10.67	4.75
tung1290	N Coast New Guinea	150.198	-2.52188
tuni1252	E North America	-92.5403	30.9888
tunn1238	Greater Abyssinia	43.6847	1.06167
tupi1273	SE South America	-42.106389	-22.807778
turk1303	Greater Mesopotamia	50.32223	34.42237
turk1304	Greater Mesopotamia	59.17574	37.08719
turk1308	Greater Abyssinia	35.7101	4.30688
tusc1257	E North America	-79.4214	43.1303
tutu1241	Oceania	167.268889	-15.580667
tuva1244	Oceania	179.198088	-8.520813
tuvi1240	Inner Asia	94.36667	51.7
tuwa1243	Oceania	121.113	16.6646
tuwu1238	African Savannah	0.38008	7.31095
twan1247	Alaska-Oregon	-123.21227	47.48952
ubir1237	S New Guinea	149.396	-9.59044
ubyk1235	Greater Mesopotamia	39.67	43.67
udih1248	N Coast Asia	135.67762	46.63086
udii1243	Greater Mesopotamia	47.7236	40.9
uduk1239	Greater Abyssinia	34.2293	9.16012
ugar1238	Greater Mesopotamia	35.78	35.6
ughe1237	Oceania	157.341	-8.45725
ugon1239	Southeast Asia	100.098	14.2408
ukaa1243	African Savannah	6.03933	7.59722
ukra1253	Inner Asia	29.945	49.796
ulch1241	N Coast Asia	140.29045	51.85209
ulit1238	Oceania	139.603611	9.961388
ulwa1239	Mesoamerica	-83.581467	12.932292
umaa1242	Oceania	119.968	-1.70416
uman1240	S New Guinea	149.658	-9.89671
umbu1235	N Australia	131.825	-12.9325
umbu1257	S Africa	14.4148	-12.4763
umbu1258	Interior New Guinea	143.97	-5.9513
umes1235	Europe	18.646	64.6383
umii1235	N Australia	124.5	-16.559333
umot1240	NE South America	-57.4192	-15.5929
unaa1239	Interior New Guinea	140.1	-4.69676
unea1237	N Coast New Guinea	149.141	-4.89383
unua1237	Oceania	167.599	-16.2638
uppe1275	Mesoamerica	-97.81	20.236
uppe1427	Southeast Asia	116.901	5.31911
uppe1439	Alaska-Oregon	-123.169	46.7981
urak1238	Southeast Asia	99.0768	7.5258
urar1246	NE South America	-75.4211	-4.44006
urav1235	Oceania	169.084	-18.6747
urim1252	N Coast New Guinea	142.653	-3.58018
urip1239	Oceania	167.34643	-16.00951
urni1239		133.023	-13.4766
urua1242	Oceania	155.573	-6.23314
uruu1244	Andean	-68.971190000000007	-16.72547
usan1239	N Coast New Guinea	145.362	-4.84265
utes1238	Basin and Plains	-110.305	40.0965
uuuu1243	Southeast Asia	101.772	22.6767
vano1237	Oceania	166.7984	-11.6107
veps1250	Inner Asia	34.7865	60.3353
vera1241	Oceania	167.428701	-13.892528
viem1243	African Savannah	-3.84128	10.8429
viet1252	Southeast Asia	105.774071	20.681188
vinm1237	Oceania	167.427	-16.2253
voti1245	Inner Asia	28.6235	59.3802
vunj1238	S Africa	37.5847	-3.42531
vure1239	Oceania	167.451412	-13.905677
vwan1235	S Africa	34.0757	-9.00683
wadj1254	N Australia	130.737	-12.8596
waga1260	S Australia	137.623	-20.329
wage1238	N Australia	131.893	-13.8627
waig1244	N Coast New Guinea	130.917	-0.17957
waim1251	S New Guinea	146.544	-8.67145
waim1252	Oceania	126.317	-8.53416
waim1253	NE South America	-60.4259	-0.61832
waiw1244	NE South America	-59.1417	1.50881
waja1257	S Australia	117.153	-28.1761
waja1259	African Savannah	11.7206	9.91175
waka1274	S Australia	151.868	-26.248
wala1266	Oceania	160.741	-8.81936
wall1257	Oceania	-176.207	-13.2903
walm1241	S Australia	126.113	-19.7229
wamb1257	Indic	86.47646	27.14808
wamb1258	N Australia	135.683	-17.496
wamb1259	S New Guinea	140.48	-5.44334
wand1267	N Coast New Guinea	133.996	-2.25622
wand1278	African Savannah	13.8996	11.3169
wang1291	S Australia	146.18	-30.6481
wanm1242	S Australia	122.325	-22.7078
wann1242	African Savannah	-5.82092	7.88773
waor1240	NE South America	-76.683	-1.12312
wapi1253	NE South America	-59.8021	2.58744
wapp1239	California	-122.5	38.25
wara1292	African Savannah	-5.37515	10.7283
wara1294	S New Guinea	141.52	-8.64917
wara1300	Oceania	125.012	11.4911
wara1303	NE South America	-59.3528	7.50851
ward1246	N Australia	132.604	-15.4155
ware1253	N Coast New Guinea	137.566	-1.65941
ware1255	NE South America	-67.092099	2.904099
wari1268	NE South America	-64.56152	-10.69948
warj1242	Indic	91.6266	25.1154
warl1254	S Australia	131.05	-20.1008
warl1255	N Australia	133.862	-18.949
warl1256	S Australia	138.738	-22.2909
waro1242	N Coast New Guinea	136.633	-2.31142
warr1255	N Australia	146.179	-18.5468
warr1258	N Australia	123.971	-17.0965
waru1264	N Australia	144.37	-18.2496
waru1265	S Australia	134.375	-20.6479
wash1253	California	-119.64	38.8184
wask1241	N Coast New Guinea	145.979	-4.57978
wath1238	S Australia	144.1013148	-37.68777565
waur1244	NE South America	-53.6971	-13.296
wawa1246	African Savannah	11.7802	6.68974
waya1269	NE South America	-54.4429	2.77537
wayu1241	Indic	86.1227	27.3047
wayu1243	NE South America	-72.199791	11.395566
weda1241	S New Guinea	150.172	-10.1246
wels1247	Europe	-4	52
weri1253	S New Guinea	146.914	-7.71834
west2354	Europe	5.86091	53.143
west2369	Greater Mesopotamia	53.3	32.9
west2386	Indic	75.3474	30.0948
west2392	Inner Asia	46.569	56.22
west2396	Southeast Asia	99.2057	19.8678
west2397	Southeast Asia	104.754	16.4906
west2415	Indic	85.0563	28.0239
west2417	Southeast Asia	101.418	29.444
west2418	Indic	83.511	28.2462
west2430	Southeast Asia	109.67	28.33
west2441	S Australia	133.24621	-24.05052
west2466	African Savannah	-4.76482	10.6298
west2516	Oceania	166.589	-20.4145
west2519	Oceania	177.657	-17.8355
west2538	Oceania	134.168	-6.62046
west2548	Oceania	128.585	-7.12065
west2555	Oceania	124.825	7.6682
west2557	Oceania	122.341	7.79964
west2560	Southeast Asia	116.124	6.00631
west2564	Southeast Asia	114.528	3.9815
west2594	Interior New Guinea	138.217	-3.77127
west2599	Interior New Guinea	143.73	-6.32097
west2600	Oceania	127.63	0.45332
west2615	Basin and Plains	-110.123	33.8574
west2618	E North America	-96.148	64.3486
west2624	Mesoamerica	-98.7711	21.3711
west2632	Basin and Plains	-107.517	34.9733
west2635	Mesoamerica	-91.8421	15.5932
west2644	Mesoamerica	-97.3244	16.2495
west2650	Southeast Asia	104.026	12.4771
west2763	Greater Mesopotamia	36.484	33.8162
west2778	Mesoamerica	-104.9	22.6
whit1269	Oceania	169.381	-19.5019
wikm1247	N Australia	141.81611	-13.98051
wila1240	N Australia	126.6	-14.9105
winj1235	N Australia	124.539184	-15.355178
wint1259	California	-122.445	39.7176
wira1262	S Australia	145.994	-34.0742
wira1265	S Australia	134	-32
wiru1244	Interior New Guinea	144.214	-6.35863
woii1237	N Coast New Guinea	135.484	-1.62746
woiw1237	S Australia	145.5879962	-37.64264501
wola1242	Greater Abyssinia	37.7537	6.32668
wola1253	Greater Abyssinia	38.14	8.23
wole1240	Oceania	143.916	7.37957
woli1241	Oceania	122.67	-5.33
wood1236	E North America	-99	57
worr1237	N Australia	124.881218	-15.612781
wotu1240	Oceania	120.9	-2.59593
woun1238	Andean	-78	8.5
wuch1236	Southeast Asia	119.682	29.8621
wudi1238	Southeast Asia	102.48	25.48
wuna1249	N Australia	125.72	-14.8347
wusa1235	Southeast Asia	102.367	25.7707
wutu1241	Inner Asia	101.957	35.269
wuvu1239	N Coast New Guinea	142.851	-1.73938
wyan1247	E North America	-77.5	44.33
xamt1239	Greater Abyssinia	38.8352	12.4479
xara1244	Oceania	165.996	-21.7034
xava1240	NE South America	-52.4367	-14.3017
xhos1239	S Africa	28.0769	-31.0389
xinc1242	Mesoamerica	-90.380259	14.083301
xinc1243	Mesoamerica	-89.790974	14.194497
xinc1246	Mesoamerica	-90.416651	14.069981
xink1235	Mesoamerica	-90.256519	14.341898
xish1235	Southeast Asia	100.711	24.8709
xokl1240	SE South America	-49.5886	-26.9217
yaak1241	S Africa	37.1008	0.46863
yabe1254	N Coast New Guinea	147.81	-6.67052
yaey1239	N Coast Asia	123.801	24.3401
yaga1260	Interior New Guinea	145.388	-6.32432
yagu1244	NE South America	-72.2186	-3.42913
yaka1269	S Africa	16.775	-5.984
yaka1272	S Africa	17.2713	3.6515
yaka1277	Oceania	122.021729	6.531023
yaki1237	Basin and Plains	-120.756	46.2655
yakk1236	Indic	87.9306	27.3714
yako1252	S Africa	22.1702	4.1651
yaku1245	Inner Asia	133.98031	61.69744
yala1262	S Australia	139.511	-21.731
yala1266	Oceania	129.315	-3.3619
yale1246	N Coast New Guinea	141.566	-3.79762
yama1264	SE South America	-68.2648	-55.2748
yami1254	Oceania	121.544	22.055
yami1256	NE South America	-71.5964	-9.8846
yamp1242	Indic	87.0441	27.6322
yana1271	California	-121.608	39.2769
yand1253	S Australia	140.583	-28.4744
yane1238	Andean	-75.315	-10.5454
yank1247	S Australia	133.577	-26.4064
yano1261	NE South America	-64.8781	1.67967
yano1262	NE South America	-62.8522	2.48999
yany1243	N Australia	136.055	-15.7621
yaoo1241	S Africa	35.2387	-13.6119
yaou1238	African Savannah	-5.57851	6.95282
yape1248	Oceania	138.125	9.55811
yapu1240	N Coast New Guinea	142.436	-3.47256
yaqu1251	Mesoamerica	-110.681	29.9446
yare1248	S New Guinea	148.605	-9.50651
yasa1242	African Savannah	10.678	2.06043
yatz1235	Mesoamerica	-96.284	17.1869
yaul1241	N Coast New Guinea	143.993	-4.39912
yaum1237	N Coast New Guinea	146.841	-6.08274
yavi1244	NE South America	-67.438886	2.9248440000000002
yawa1260	NE South America	-71.8199	-8.87563
yawa1261	NE South America	-53.4236	-12.5104
yawu1244	N Australia	122.693	-18.004
yayg1236	S Australia	153.18784362556	-29.686722970453
yecu1235	Mesoamerica	-96.8741	20.1765
yele1255	S New Guinea	154.127	-11.3796
yems1235	Greater Abyssinia	37.4412	7.79821
yess1239	N Coast New Guinea	142.574	-4.15721
yeyi1239	S Africa	23.6088	-18.9178
yidi1250	N Australia	145.876	-17.1332
yima1243	N Coast New Guinea	143.572	-4.71731
yinc1238	Southeast Asia	97.9166	20.0833
yind1247	S Australia	117.001	-21.5379
yind1248	S Australia	137.5894	-19.24252
yine1238	NE South America	-73.3087	-11.1086
ying1247	S Australia	115.58	-25.4446
yoga1237	Oceania	121.718	16.7015
yoku1256	California	-119.721	36.3167
yona1241	Oceania	122.99075	24.44997
yong1270	Southeast Asia	100.9	27.8
yong1276	Southeast Asia	108.15	23.1
yong1280	S New Guinea	141.213	-6.42956
yora1241	NE South America	-72.0409	-11.3704
yort1237	S Australia	145.01	-35.9
youl1235	Southeast Asia	101.057	22.0473
youn1235	Southeast Asia	110.474	25.7638
yuca1254	Mesoamerica	-88.9567	18.7757
yuch1247	E North America	-86.75	35.75
yucu1253	NE South America	-71.0033	-0.76075
yuec1235	Southeast Asia	113	23
yuki1243	California	-123.296	39.8389
yukp1241	NE South America	-73.0557	9.67534
yulp1239	S Australia	122.370316	-18.923519
yulu1243	African Savannah	23.6166	8.04124
yuqu1240	NE South America	-64.9438	-16.7875
yura1255	NE South America	-65.1224	-16.7479
yuro1248	California	-123.824	41.3262
zaba1237	Oceania	158.753	-7.74311
zaca1241	Mesoamerica	-97.8974	20.0581
zaca1242	Mesoamerica	-97.3069	16.08
zagh1240	African Savannah	23.4626	17.4842
zaiw1241	Southeast Asia	98.3643	24.1726
zakh1243	Indic	97.022	28.129
zamb1245	S Africa	18.3	1.25
zand1248	S Africa	26.7157	4.62047
zani1235	Mesoamerica	-97.2876	16.6804
zapa1253	NE South America	-76.364	-1.99871
zarm1239	African Savannah	2.41173	12.8554
zaye1235	Southeast Asia	96.908	20.16
zays1235	Greater Abyssinia	37.3409	5.83747
zeme1240	Southeast Asia	93.6463	25.3499
zenz1235	Mesoamerica	-97.45546	16.52799
zhab1238	Southeast Asia	100.983	30.7416
zigu1244	S Africa	38.41138	-5.61864
zinz1238	S Africa	32.1755	-2.64132
zoog1238	Mesoamerica	-96.3433	17.2016
zulg1242	African Savannah	14.0578	10.827
zulu1248	S Africa	30.2	-28.9
zuni1245	Basin and Plains	-108.782	35.0056
