"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.001...1",0.15,0.08,0,0.15,0.31,0.15,"L1 speakers (linear)"
"fitted.Predictor.002...2",0.17,0.1,-0.02,0.17,0.35,0.17,"L1 speakers (linear)"
"fitted.Predictor.003...3",0.17,0.1,-0.02,0.17,0.36,0.17,"L1 speakers (linear)"
"fitted.Predictor.004...4",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (linear)"
"fitted.Predictor.005...5",0.19,0.14,-0.1,0.19,0.47,0.19,"L1 speakers (linear)"
"fitted.Predictor.006...6",0.14,0.08,-0.01,0.14,0.3,0.14,"L1 speakers (linear)"
"fitted.Predictor.007...7",0.18,0.12,-0.05,0.18,0.4,0.18,"L1 speakers (linear)"
"fitted.Predictor.008...8",0.17,0.1,-0.02,0.17,0.36,0.17,"L1 speakers (linear)"
"fitted.Predictor.009...9",0.19,0.14,-0.09,0.19,0.46,0.19,"L1 speakers (linear)"
"fitted.Predictor.010...10",0.14,0.09,-0.03,0.14,0.31,0.14,"L1 speakers (linear)"
"fitted.Predictor.011...11",0.13,0.11,-0.08,0.13,0.34,0.13,"L1 speakers (linear)"
"fitted.Predictor.012...12",0.16,0.09,-0.01,0.16,0.33,0.16,"L1 speakers (linear)"
"fitted.Predictor.013...13",0.14,0.08,-0.02,0.14,0.3,0.14,"L1 speakers (linear)"
"fitted.Predictor.014...14",0.11,0.14,-0.16,0.11,0.39,0.11,"L1 speakers (linear)"
"fitted.Predictor.015...15",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (linear)"
"fitted.Predictor.016...16",0.19,0.14,-0.09,0.19,0.46,0.19,"L1 speakers (linear)"
"fitted.Predictor.017...17",0.17,0.11,-0.04,0.17,0.39,0.17,"L1 speakers (linear)"
"fitted.Predictor.018...18",0.16,0.09,-0.01,0.16,0.33,0.16,"L1 speakers (linear)"
"fitted.Predictor.019...19",0.17,0.09,-0.02,0.17,0.35,0.17,"L1 speakers (linear)"
"fitted.Predictor.020...20",0.18,0.12,-0.06,0.18,0.42,0.18,"L1 speakers (linear)"
"fitted.Predictor.021...21",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (linear)"
"fitted.Predictor.022...22",0.16,0.09,-0.01,0.16,0.33,0.16,"L1 speakers (linear)"
"fitted.Predictor.023...23",0.17,0.09,-0.01,0.17,0.35,0.17,"L1 speakers (linear)"
"fitted.Predictor.024...24",0.18,0.12,-0.05,0.18,0.4,0.18,"L1 speakers (linear)"
"fitted.Predictor.025...25",0.16,0.09,-0.01,0.16,0.34,0.16,"L1 speakers (linear)"
"fitted.Predictor.026...26",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (linear)"
"fitted.Predictor.027...27",0.15,0.08,0,0.15,0.31,0.15,"L1 speakers (linear)"
"fitted.Predictor.028...28",0.17,0.1,-0.03,0.17,0.37,0.17,"L1 speakers (linear)"
"fitted.Predictor.029...29",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (linear)"
"fitted.Predictor.030...30",0.19,0.17,-0.13,0.19,0.52,0.19,"L1 speakers (linear)"
"fitted.Predictor.031...31",0.16,0.09,-0.01,0.16,0.33,0.16,"L1 speakers (linear)"
"fitted.Predictor.032...32",0.14,0.09,-0.03,0.14,0.31,0.14,"L1 speakers (linear)"
"fitted.Predictor.033...33",0.17,0.11,-0.04,0.17,0.39,0.17,"L1 speakers (linear)"
"fitted.Predictor.034...34",0.16,0.08,0,0.16,0.31,0.16,"L1 speakers (linear)"
"fitted.Predictor.035...35",0.17,0.1,-0.03,0.17,0.36,0.17,"L1 speakers (linear)"
"fitted.Predictor.036...36",0.17,0.1,-0.02,0.17,0.35,0.17,"L1 speakers (linear)"
"fitted.Predictor.037...37",0.17,0.11,-0.04,0.17,0.38,0.17,"L1 speakers (linear)"
"fitted.Predictor.038...38",0.17,0.1,-0.03,0.17,0.38,0.17,"L1 speakers (linear)"
"fitted.Predictor.039...39",0.14,0.08,-0.01,0.14,0.3,0.14,"L1 speakers (linear)"
"fitted.Predictor.040...40",0.14,0.08,-0.01,0.14,0.3,0.14,"L1 speakers (linear)"
"fitted.Predictor.041...41",0.19,0.14,-0.1,0.19,0.47,0.19,"L1 speakers (linear)"
"fitted.Predictor.042...42",0.15,0.08,0,0.15,0.31,0.15,"L1 speakers (linear)"
"fitted.Predictor.043...43",0.16,0.09,-0.01,0.16,0.34,0.16,"L1 speakers (linear)"
"fitted.Predictor.044...44",0.16,0.09,-0.01,0.16,0.34,0.16,"L1 speakers (linear)"
"fitted.Predictor.045...45",0.17,0.11,-0.04,0.17,0.39,0.17,"L1 speakers (linear)"
"fitted.Predictor.046...46",0.13,0.1,-0.06,0.13,0.32,0.13,"L1 speakers (linear)"
"fitted.Predictor.047...47",0.12,0.13,-0.13,0.12,0.37,0.12,"L1 speakers (linear)"
"fitted.Predictor.048...48",0.16,0.08,0,0.16,0.31,0.16,"L1 speakers (linear)"
"fitted.Predictor.049...49",0.19,0.16,-0.12,0.19,0.5,0.19,"L1 speakers (linear)"
"fitted.Predictor.050...50",0.11,0.14,-0.17,0.11,0.39,0.11,"L1 speakers (linear)"
"fitted.Predictor.051...51",0.11,0.16,-0.2,0.11,0.41,0.11,"L1 speakers (linear)"
"fitted.Predictor.052...52",0.11,0.15,-0.18,0.11,0.4,0.11,"L1 speakers (linear)"
"fitted.Predictor.053...53",0.11,0.16,-0.2,0.11,0.42,0.11,"L1 speakers (linear)"
"fitted.Predictor.054...54",0.14,0.09,-0.04,0.14,0.31,0.14,"L1 speakers (linear)"
"fitted.Predictor.055...55",0.13,0.11,-0.09,0.13,0.34,0.13,"L1 speakers (linear)"
"fitted.Predictor.056...56",0.19,0.16,-0.13,0.19,0.51,0.19,"L1 speakers (linear)"
"fitted.Predictor.057...57",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (linear)"
"fitted.Predictor.058...58",0.18,0.13,-0.08,0.18,0.45,0.18,"L1 speakers (linear)"
"fitted.Predictor.059...59",0.21,0.21,-0.2,0.21,0.62,0.21,"L1 speakers (linear)"
"fitted.Predictor.060...60",0.21,0.23,-0.23,0.21,0.66,0.21,"L1 speakers (linear)"
"fitted.Predictor.061...61",0.19,0.14,-0.1,0.19,0.47,0.19,"L1 speakers (linear)"
"fitted.Predictor.062...62",0.11,0.14,-0.17,0.11,0.39,0.11,"L1 speakers (linear)"
"fitted.Predictor.063...63",0.13,0.11,-0.08,0.13,0.34,0.13,"L1 speakers (linear)"
"fitted.Predictor.064...64",0.13,0.09,-0.05,0.13,0.32,0.13,"L1 speakers (linear)"
"fitted.Predictor.065...65",0.17,0.09,-0.02,0.17,0.35,0.17,"L1 speakers (linear)"
"fitted.Predictor.066...66",0.11,0.16,-0.2,0.11,0.42,0.11,"L1 speakers (linear)"
"fitted.Predictor.067...67",0.11,0.14,-0.16,0.11,0.39,0.11,"L1 speakers (linear)"
"fitted.Predictor.068...68",0.14,0.08,-0.02,0.14,0.3,0.14,"L1 speakers (linear)"
"fitted.Predictor.069...69",0.11,0.15,-0.18,0.11,0.41,0.11,"L1 speakers (linear)"
"fitted.Predictor.070...70",0.19,0.14,-0.09,0.19,0.46,0.19,"L1 speakers (linear)"
"fitted.Predictor.071...71",0.13,0.11,-0.08,0.13,0.33,0.13,"L1 speakers (linear)"
"fitted.Predictor.072...72",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (linear)"
"fitted.Predictor.073...73",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (linear)"
"fitted.Predictor.074...74",0.12,0.11,-0.1,0.12,0.35,0.12,"L1 speakers (linear)"
"fitted.Predictor.075...75",0.14,0.08,-0.01,0.14,0.3,0.14,"L1 speakers (linear)"
"fitted.Predictor.076...76",0.13,0.1,-0.06,0.13,0.32,0.13,"L1 speakers (linear)"
"fitted.Predictor.077...77",0.12,0.14,-0.15,0.12,0.38,0.12,"L1 speakers (linear)"
"fitted.Predictor.078...78",0.12,0.12,-0.12,0.12,0.36,0.12,"L1 speakers (linear)"
"fitted.Predictor.079...79",0.13,0.1,-0.06,0.13,0.32,0.13,"L1 speakers (linear)"
"fitted.Predictor.080...80",0.14,0.09,-0.04,0.14,0.31,0.14,"L1 speakers (linear)"
"fitted.Predictor.081...81",0.13,0.1,-0.05,0.13,0.32,0.13,"L1 speakers (linear)"
"fitted.Predictor.082...82",0.17,0.1,-0.03,0.17,0.37,0.17,"L1 speakers (linear)"
"fitted.Predictor.083...83",0.16,0.08,0,0.16,0.31,0.16,"L1 speakers (linear)"
"fitted.Predictor.084...84",0.16,0.09,-0.01,0.16,0.34,0.16,"L1 speakers (linear)"
"fitted.Predictor.085...85",0.15,0.08,-0.01,0.15,0.3,0.15,"L1 speakers (linear)"
"fitted.Predictor.086...86",0.13,0.1,-0.05,0.13,0.32,0.13,"L1 speakers (linear)"
"fitted.Predictor.087...87",0.16,0.08,0,0.16,0.31,0.16,"L1 speakers (linear)"
"fitted.Predictor.088...88",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (linear)"
"fitted.Predictor.089...89",0.18,0.12,-0.06,0.18,0.42,0.18,"L1 speakers (linear)"
"fitted.Predictor.090...90",0.13,0.11,-0.09,0.13,0.34,0.13,"L1 speakers (linear)"
"fitted.Predictor.091...91",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (linear)"
"fitted.Predictor.092...92",0.14,0.09,-0.03,0.14,0.31,0.14,"L1 speakers (linear)"
"fitted.Predictor.093...93",0.13,0.1,-0.07,0.13,0.33,0.13,"L1 speakers (linear)"
"fitted.Predictor.094...94",0.14,0.08,-0.03,0.14,0.31,0.14,"L1 speakers (linear)"
"fitted.Predictor.095...95",0.12,0.13,-0.13,0.12,0.37,0.12,"L1 speakers (linear)"
"fitted.Predictor.096...96",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (linear)"
"fitted.Predictor.097...97",0.13,0.11,-0.09,0.13,0.34,0.13,"L1 speakers (linear)"
"fitted.Predictor.098...98",0.13,0.11,-0.09,0.13,0.34,0.13,"L1 speakers (linear)"
"fitted.Predictor.099...99",0.13,0.1,-0.07,0.13,0.33,0.13,"L1 speakers (linear)"
"fitted.Predictor.100...100",0.13,0.11,-0.08,0.13,0.34,0.13,"L1 speakers (linear)"
"fitted.Predictor.101...101",0.13,0.11,-0.09,0.13,0.34,0.13,"L1 speakers (linear)"
"fitted.Predictor.102...102",0.13,0.1,-0.06,0.13,0.32,0.13,"L1 speakers (linear)"
"fitted.Predictor.103...103",0.12,0.12,-0.1,0.12,0.35,0.12,"L1 speakers (linear)"
"fitted.Predictor.104...104",0.13,0.09,-0.05,0.13,0.32,0.13,"L1 speakers (linear)"
"fitted.Predictor.105...105",0.13,0.1,-0.07,0.13,0.33,0.13,"L1 speakers (linear)"
"fitted.Predictor.106...106",0.13,0.09,-0.05,0.13,0.32,0.13,"L1 speakers (linear)"
"fitted.Predictor.107...107",0.13,0.1,-0.06,0.13,0.32,0.13,"L1 speakers (linear)"
"fitted.Predictor.108...108",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (linear)"
"fitted.Predictor.109...109",0.17,0.1,-0.03,0.17,0.36,0.17,"L1 speakers (linear)"
"fitted.Predictor.110...110",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (linear)"
"fitted.Predictor.111...111",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (linear)"
"fitted.Predictor.112...112",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (linear)"
"fitted.Predictor.113...113",0.14,0.09,-0.04,0.14,0.31,0.14,"L1 speakers (linear)"
"fitted.Predictor.114...114",0.16,0.09,-0.01,0.16,0.33,0.16,"L1 speakers (linear)"
"fitted.Predictor.115...115",0.13,0.1,-0.06,0.13,0.32,0.13,"L1 speakers (linear)"
"fitted.Predictor.116...116",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (linear)"
"fitted.Predictor.117...117",0.17,0.09,-0.01,0.17,0.35,0.17,"L1 speakers (linear)"
"fitted.Predictor.118...118",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (linear)"
"fitted.Predictor.119...119",0.12,0.12,-0.1,0.12,0.35,0.12,"L1 speakers (linear)"
"fitted.Predictor.001...120",0.15,0.08,0,0.15,0.31,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.002...121",0.17,0.09,-0.01,0.17,0.35,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.003...122",0.17,0.09,-0.01,0.17,0.35,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.004...123",0.15,0.08,0,0.15,0.31,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.005...124",0.2,0.14,-0.08,0.2,0.48,0.2,"L1 speakers (nonlinear)"
"fitted.Predictor.006...125",0.14,0.08,-0.01,0.14,0.3,0.14,"L1 speakers (nonlinear)"
"fitted.Predictor.007...126",0.19,0.12,-0.05,0.19,0.42,0.19,"L1 speakers (nonlinear)"
"fitted.Predictor.008...127",0.17,0.1,-0.02,0.17,0.37,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.009...128",0.2,0.14,-0.08,0.2,0.48,0.2,"L1 speakers (nonlinear)"
"fitted.Predictor.010...129",0.14,0.09,-0.03,0.14,0.3,0.14,"L1 speakers (nonlinear)"
"fitted.Predictor.011...130",0.12,0.11,-0.09,0.12,0.33,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.012...131",0.17,0.09,-0.01,0.17,0.34,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.013...132",0.14,0.09,-0.03,0.14,0.3,0.14,"L1 speakers (nonlinear)"
"fitted.Predictor.014...133",0.1,0.14,-0.18,0.1,0.38,0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.015...134",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.016...135",0.2,0.14,-0.08,0.2,0.48,0.2,"L1 speakers (nonlinear)"
"fitted.Predictor.017...136",0.18,0.11,-0.04,0.18,0.4,0.18,"L1 speakers (nonlinear)"
"fitted.Predictor.018...137",0.17,0.09,-0.01,0.17,0.34,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.019...138",0.17,0.09,-0.01,0.17,0.35,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.020...139",0.19,0.12,-0.05,0.19,0.42,0.19,"L1 speakers (nonlinear)"
"fitted.Predictor.021...140",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (nonlinear)"
"fitted.Predictor.022...141",0.17,0.09,-0.01,0.17,0.34,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.023...142",0.17,0.09,-0.01,0.17,0.35,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.024...143",0.19,0.12,-0.05,0.19,0.42,0.19,"L1 speakers (nonlinear)"
"fitted.Predictor.025...144",0.17,0.09,-0.01,0.17,0.35,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.026...145",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.027...146",0.15,0.08,0,0.15,0.31,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.028...147",0.17,0.1,-0.02,0.17,0.37,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.029...148",0.17,0.09,-0.01,0.17,0.34,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.030...149",0.21,0.17,-0.12,0.21,0.53,0.21,"L1 speakers (nonlinear)"
"fitted.Predictor.031...150",0.17,0.09,-0.01,0.17,0.34,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.032...151",0.14,0.09,-0.03,0.14,0.3,0.14,"L1 speakers (nonlinear)"
"fitted.Predictor.033...152",0.18,0.11,-0.04,0.18,0.4,0.18,"L1 speakers (nonlinear)"
"fitted.Predictor.034...153",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (nonlinear)"
"fitted.Predictor.035...154",0.17,0.1,-0.02,0.17,0.37,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.036...155",0.17,0.09,-0.01,0.17,0.35,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.037...156",0.18,0.11,-0.04,0.18,0.4,0.18,"L1 speakers (nonlinear)"
"fitted.Predictor.038...157",0.17,0.1,-0.02,0.17,0.37,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.039...158",0.14,0.08,-0.01,0.14,0.3,0.14,"L1 speakers (nonlinear)"
"fitted.Predictor.040...159",0.14,0.08,-0.01,0.14,0.3,0.14,"L1 speakers (nonlinear)"
"fitted.Predictor.041...160",0.2,0.14,-0.08,0.2,0.48,0.2,"L1 speakers (nonlinear)"
"fitted.Predictor.042...161",0.15,0.08,0,0.15,0.31,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.043...162",0.17,0.09,-0.01,0.17,0.35,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.044...163",0.17,0.09,-0.01,0.17,0.34,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.045...164",0.18,0.11,-0.04,0.18,0.4,0.18,"L1 speakers (nonlinear)"
"fitted.Predictor.046...165",0.13,0.1,-0.07,0.13,0.32,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.047...166",0.11,0.13,-0.14,0.11,0.36,0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.048...167",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (nonlinear)"
"fitted.Predictor.049...168",0.2,0.16,-0.11,0.2,0.52,0.2,"L1 speakers (nonlinear)"
"fitted.Predictor.050...169",0.1,0.14,-0.18,0.1,0.38,0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.051...170",0.1,0.16,-0.21,0.1,0.4,0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.052...171",0.1,0.16,-0.21,0.1,0.4,0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.053...172",0.1,0.16,-0.21,0.1,0.4,0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.054...173",0.13,0.09,-0.05,0.13,0.31,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.055...174",0.12,0.11,-0.09,0.12,0.33,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.056...175",0.21,0.17,-0.12,0.21,0.53,0.21,"L1 speakers (nonlinear)"
"fitted.Predictor.057...176",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (nonlinear)"
"fitted.Predictor.058...177",0.19,0.13,-0.07,0.19,0.46,0.19,"L1 speakers (nonlinear)"
"fitted.Predictor.059...178",0.23,0.21,-0.19,0.23,0.64,0.23,"L1 speakers (nonlinear)"
"fitted.Predictor.060...179",0.23,0.23,-0.22,0.23,0.68,0.23,"L1 speakers (nonlinear)"
"fitted.Predictor.061...180",0.2,0.14,-0.08,0.2,0.48,0.2,"L1 speakers (nonlinear)"
"fitted.Predictor.062...181",0.1,0.14,-0.18,0.1,0.38,0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.063...182",0.12,0.11,-0.09,0.12,0.33,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.064...183",0.13,0.09,-0.05,0.13,0.31,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.065...184",0.17,0.09,-0.01,0.17,0.35,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.066...185",0.1,0.16,-0.21,0.1,0.4,0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.067...186",0.1,0.14,-0.18,0.1,0.38,0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.068...187",0.14,0.09,-0.03,0.14,0.3,0.14,"L1 speakers (nonlinear)"
"fitted.Predictor.069...188",0.1,0.16,-0.21,0.1,0.4,0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.070...189",0.2,0.14,-0.08,0.2,0.48,0.2,"L1 speakers (nonlinear)"
"fitted.Predictor.071...190",0.12,0.11,-0.09,0.12,0.33,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.072...191",0.17,0.09,-0.01,0.17,0.34,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.073...192",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.074...193",0.12,0.11,-0.09,0.12,0.33,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.075...194",0.14,0.08,-0.01,0.14,0.3,0.14,"L1 speakers (nonlinear)"
"fitted.Predictor.076...195",0.13,0.1,-0.07,0.13,0.32,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.077...196",0.1,0.14,-0.18,0.1,0.38,0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.078...197",0.12,0.12,-0.11,0.12,0.34,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.079...198",0.13,0.1,-0.07,0.13,0.32,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.080...199",0.13,0.09,-0.05,0.13,0.31,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.081...200",0.13,0.1,-0.07,0.13,0.32,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.082...201",0.17,0.1,-0.02,0.17,0.37,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.083...202",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (nonlinear)"
"fitted.Predictor.084...203",0.17,0.09,-0.01,0.17,0.35,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.085...204",0.14,0.08,-0.01,0.14,0.3,0.14,"L1 speakers (nonlinear)"
"fitted.Predictor.086...205",0.13,0.1,-0.07,0.13,0.32,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.087...206",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (nonlinear)"
"fitted.Predictor.088...207",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.089...208",0.19,0.12,-0.05,0.19,0.42,0.19,"L1 speakers (nonlinear)"
"fitted.Predictor.090...209",0.12,0.11,-0.09,0.12,0.33,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.091...210",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (nonlinear)"
"fitted.Predictor.092...211",0.14,0.09,-0.03,0.14,0.3,0.14,"L1 speakers (nonlinear)"
"fitted.Predictor.093...212",0.13,0.1,-0.07,0.13,0.32,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.094...213",0.14,0.09,-0.03,0.14,0.3,0.14,"L1 speakers (nonlinear)"
"fitted.Predictor.095...214",0.11,0.13,-0.14,0.11,0.36,0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.096...215",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.097...216",0.12,0.11,-0.09,0.12,0.33,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.098...217",0.12,0.11,-0.09,0.12,0.33,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.099...218",0.13,0.1,-0.07,0.13,0.32,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.100...219",0.12,0.11,-0.09,0.12,0.33,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.101...220",0.12,0.11,-0.09,0.12,0.33,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.102...221",0.13,0.1,-0.07,0.13,0.32,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.103...222",0.12,0.12,-0.11,0.12,0.34,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.104...223",0.13,0.1,-0.07,0.13,0.32,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.105...224",0.12,0.11,-0.09,0.12,0.33,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.106...225",0.13,0.09,-0.05,0.13,0.31,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.107...226",0.13,0.1,-0.07,0.13,0.32,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.108...227",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.109...228",0.17,0.1,-0.02,0.17,0.37,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.110...229",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.111...230",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.112...231",0.16,0.08,0,0.16,0.32,0.16,"L1 speakers (nonlinear)"
