"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.113...232",0.13,0.09,-0.05,0.13,0.31,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.114...233",0.17,0.09,-0.01,0.17,0.34,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.115...234",0.13,0.1,-0.07,0.13,0.32,0.13,"L1 speakers (nonlinear)"
"fitted.Predictor.116...235",0.15,0.08,0,0.15,0.31,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.117...236",0.17,0.09,-0.01,0.17,0.35,0.17,"L1 speakers (nonlinear)"
"fitted.Predictor.118...237",0.15,0.08,0,0.15,0.3,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.119...238",0.12,0.12,-0.11,0.12,0.34,0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.001...239",0.11,0.09,-0.06,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.002...240",0.37,0.24,-0.1,0.37,0.85,0.37,"L2 proportion (linear)"
"fitted.Predictor.003...241",0.28,0.15,-0.02,0.28,0.58,0.28,"L2 proportion (linear)"
"fitted.Predictor.004...242",0.13,0.08,-0.03,0.13,0.29,0.13,"L2 proportion (linear)"
"fitted.Predictor.005...243",0.24,0.12,0,0.24,0.48,0.24,"L2 proportion (linear)"
"fitted.Predictor.006...244",0.24,0.12,0,0.24,0.49,0.24,"L2 proportion (linear)"
"fitted.Predictor.007...245",0.23,0.11,0.01,0.23,0.44,0.23,"L2 proportion (linear)"
"fitted.Predictor.008...246",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (linear)"
"fitted.Predictor.009...247",0.09,0.1,-0.09,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.010...248",0.24,0.12,0.01,0.24,0.47,0.24,"L2 proportion (linear)"
"fitted.Predictor.011...249",0.12,0.08,-0.04,0.12,0.28,0.12,"L2 proportion (linear)"
"fitted.Predictor.012...250",0.1,0.09,-0.08,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.013...251",0.19,0.09,0.02,0.19,0.37,0.19,"L2 proportion (linear)"
"fitted.Predictor.014...252",0.16,0.08,0.01,0.16,0.31,0.16,"L2 proportion (linear)"
"fitted.Predictor.015...253",0.16,0.08,0.01,0.16,0.31,0.16,"L2 proportion (linear)"
"fitted.Predictor.016...254",0.09,0.1,-0.1,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.017...255",0.15,0.08,0,0.15,0.3,0.15,"L2 proportion (linear)"
"fitted.Predictor.018...256",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.019...257",0.16,0.08,0.01,0.16,0.31,0.16,"L2 proportion (linear)"
"fitted.Predictor.020...258",0.09,0.1,-0.1,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.021...259",0.1,0.09,-0.09,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.022...260",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.023...261",0.1,0.09,-0.07,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.024...262",0.18,0.08,0.02,0.18,0.34,0.18,"L2 proportion (linear)"
"fitted.Predictor.025...263",0.11,0.09,-0.06,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.026...264",0.14,0.08,-0.01,0.14,0.29,0.14,"L2 proportion (linear)"
"fitted.Predictor.027...265",0.11,0.09,-0.06,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.028...266",0.1,0.09,-0.08,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.029...267",0.1,0.09,-0.09,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.030...268",0.17,0.08,0.01,0.17,0.32,0.17,"L2 proportion (linear)"
"fitted.Predictor.031...269",0.09,0.1,-0.1,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.032...270",0.1,0.09,-0.09,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.033...271",0.18,0.08,0.02,0.18,0.34,0.18,"L2 proportion (linear)"
"fitted.Predictor.034...272",0.09,0.1,-0.1,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.035...273",0.09,0.1,-0.09,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.036...274",0.1,0.09,-0.08,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.037...275",0.13,0.08,-0.03,0.13,0.28,0.13,"L2 proportion (linear)"
"fitted.Predictor.038...276",0.12,0.08,-0.03,0.12,0.28,0.12,"L2 proportion (linear)"
"fitted.Predictor.039...277",0.1,0.09,-0.07,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.040...278",0.11,0.08,-0.05,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.041...279",0.12,0.08,-0.03,0.12,0.28,0.12,"L2 proportion (linear)"
"fitted.Predictor.042...280",0.13,0.08,-0.02,0.13,0.29,0.13,"L2 proportion (linear)"
"fitted.Predictor.043...281",0.16,0.08,0.01,0.16,0.31,0.16,"L2 proportion (linear)"
"fitted.Predictor.044...282",0.1,0.09,-0.08,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.045...283",0.09,0.1,-0.11,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.046...284",0.1,0.09,-0.09,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.047...285",0.1,0.09,-0.07,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.048...286",0.09,0.1,-0.1,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.049...287",0.1,0.09,-0.07,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.050...288",0.09,0.1,-0.1,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.051...289",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (linear)"
"fitted.Predictor.052...290",0.17,0.08,0.01,0.17,0.32,0.17,"L2 proportion (linear)"
"fitted.Predictor.053...291",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.054...292",0.14,0.08,-0.02,0.14,0.29,0.14,"L2 proportion (linear)"
"fitted.Predictor.055...293",0.12,0.08,-0.04,0.12,0.28,0.12,"L2 proportion (linear)"
"fitted.Predictor.056...294",0.2,0.09,0.02,0.2,0.38,0.2,"L2 proportion (linear)"
"fitted.Predictor.057...295",0.19,0.09,0.02,0.19,0.35,0.19,"L2 proportion (linear)"
"fitted.Predictor.058...296",0.29,0.16,-0.03,0.29,0.6,0.29,"L2 proportion (linear)"
"fitted.Predictor.059...297",0.08,0.1,-0.12,0.08,0.28,0.08,"L2 proportion (linear)"
"fitted.Predictor.060...298",0.08,0.1,-0.12,0.08,0.28,0.08,"L2 proportion (linear)"
"fitted.Predictor.061...299",0.28,0.15,-0.02,0.28,0.58,0.28,"L2 proportion (linear)"
"fitted.Predictor.062...300",0.13,0.08,-0.03,0.13,0.28,0.13,"L2 proportion (linear)"
"fitted.Predictor.063...301",0.1,0.09,-0.08,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.064...302",0.11,0.09,-0.05,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.065...303",0.09,0.1,-0.09,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.066...304",0.14,0.08,-0.02,0.14,0.29,0.14,"L2 proportion (linear)"
"fitted.Predictor.067...305",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (linear)"
"fitted.Predictor.068...306",0.11,0.09,-0.06,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.069...307",0.17,0.08,0.01,0.17,0.32,0.17,"L2 proportion (linear)"
"fitted.Predictor.070...308",0.1,0.09,-0.09,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.071...309",0.27,0.14,-0.01,0.27,0.55,0.27,"L2 proportion (linear)"
"fitted.Predictor.072...310",0.4,0.27,-0.12,0.4,0.92,0.4,"L2 proportion (linear)"
"fitted.Predictor.073...311",0.36,0.23,-0.09,0.36,0.82,0.36,"L2 proportion (linear)"
"fitted.Predictor.074...312",0.15,0.08,0,0.15,0.3,0.15,"L2 proportion (linear)"
"fitted.Predictor.075...313",0.37,0.24,-0.1,0.37,0.85,0.37,"L2 proportion (linear)"
"fitted.Predictor.076...314",0.2,0.09,0.02,0.2,0.38,0.2,"L2 proportion (linear)"
"fitted.Predictor.077...315",0.14,0.08,-0.01,0.14,0.29,0.14,"L2 proportion (linear)"
"fitted.Predictor.078...316",0.15,0.08,0,0.15,0.3,0.15,"L2 proportion (linear)"
"fitted.Predictor.079...317",0.11,0.09,-0.06,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.080...318",0.1,0.09,-0.08,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.081...319",0.09,0.1,-0.11,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.082...320",0.18,0.08,0.02,0.18,0.34,0.18,"L2 proportion (linear)"
"fitted.Predictor.083...321",0.09,0.1,-0.11,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.084...322",0.1,0.09,-0.07,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.085...323",0.11,0.08,-0.05,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.086...324",0.11,0.09,-0.06,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.087...325",0.1,0.09,-0.07,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.088...326",0.1,0.09,-0.08,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.089...327",0.29,0.17,-0.03,0.29,0.62,0.29,"L2 proportion (linear)"
"fitted.Predictor.090...328",0.21,0.1,0.02,0.21,0.4,0.21,"L2 proportion (linear)"
"fitted.Predictor.091...329",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.092...330",0.24,0.12,0.01,0.24,0.47,0.24,"L2 proportion (linear)"
"fitted.Predictor.093...331",0.28,0.16,-0.02,0.28,0.59,0.28,"L2 proportion (linear)"
"fitted.Predictor.094...332",0.1,0.09,-0.08,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.095...333",0.33,0.2,-0.06,0.33,0.72,0.33,"L2 proportion (linear)"
"fitted.Predictor.096...334",0.12,0.08,-0.04,0.12,0.28,0.12,"L2 proportion (linear)"
"fitted.Predictor.097...335",0.12,0.08,-0.04,0.12,0.28,0.12,"L2 proportion (linear)"
"fitted.Predictor.098...336",0.24,0.12,0,0.24,0.48,0.24,"L2 proportion (linear)"
"fitted.Predictor.099...337",0.13,0.08,-0.02,0.13,0.29,0.13,"L2 proportion (linear)"
"fitted.Predictor.100...338",0.3,0.17,-0.03,0.3,0.63,0.3,"L2 proportion (linear)"
"fitted.Predictor.101...339",0.27,0.14,-0.01,0.27,0.55,0.27,"L2 proportion (linear)"
"fitted.Predictor.102...340",0.27,0.15,-0.02,0.27,0.57,0.27,"L2 proportion (linear)"
"fitted.Predictor.103...341",0.15,0.08,0,0.15,0.3,0.15,"L2 proportion (linear)"
"fitted.Predictor.104...342",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (linear)"
"fitted.Predictor.105...343",0.13,0.08,-0.03,0.13,0.28,0.13,"L2 proportion (linear)"
"fitted.Predictor.106...344",0.12,0.08,-0.03,0.12,0.28,0.12,"L2 proportion (linear)"
"fitted.Predictor.107...345",0.35,0.21,-0.07,0.35,0.77,0.35,"L2 proportion (linear)"
"fitted.Predictor.108...346",0.09,0.1,-0.11,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.109...347",0.09,0.1,-0.1,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.110...348",0.1,0.09,-0.09,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.111...349",0.09,0.1,-0.1,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.112...350",0.1,0.09,-0.07,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.113...351",0.1,0.09,-0.09,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.114...352",0.14,0.08,-0.01,0.14,0.29,0.14,"L2 proportion (linear)"
"fitted.Predictor.115...353",0.1,0.09,-0.09,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.116...354",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (linear)"
"fitted.Predictor.117...355",0.1,0.09,-0.08,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.118...356",0.09,0.1,-0.11,0.09,0.28,0.09,"L2 proportion (linear)"
"fitted.Predictor.119...357",0.1,0.09,-0.07,0.1,0.28,0.1,"L2 proportion (linear)"
"fitted.Predictor.001...358",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (nonlinear)"
"fitted.Predictor.002...359",0.35,0.24,-0.12,0.35,0.82,0.35,"L2 proportion (nonlinear)"
"fitted.Predictor.003...360",0.27,0.15,-0.03,0.27,0.57,0.27,"L2 proportion (nonlinear)"
"fitted.Predictor.004...361",0.13,0.08,-0.03,0.13,0.29,0.13,"L2 proportion (nonlinear)"
"fitted.Predictor.005...362",0.24,0.12,0,0.24,0.47,0.24,"L2 proportion (nonlinear)"
"fitted.Predictor.006...363",0.24,0.12,0,0.24,0.47,0.24,"L2 proportion (nonlinear)"
"fitted.Predictor.007...364",0.22,0.11,0.01,0.22,0.44,0.22,"L2 proportion (nonlinear)"
"fitted.Predictor.008...365",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (nonlinear)"
"fitted.Predictor.009...366",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.010...367",0.24,0.12,0,0.24,0.47,0.24,"L2 proportion (nonlinear)"
"fitted.Predictor.011...368",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (nonlinear)"
"fitted.Predictor.012...369",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.013...370",0.19,0.09,0.02,0.19,0.36,0.19,"L2 proportion (nonlinear)"
"fitted.Predictor.014...371",0.16,0.08,0.01,0.16,0.32,0.16,"L2 proportion (nonlinear)"
"fitted.Predictor.015...372",0.15,0.08,0,0.15,0.3,0.15,"L2 proportion (nonlinear)"
"fitted.Predictor.016...373",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.017...374",0.15,0.08,0,0.15,0.3,0.15,"L2 proportion (nonlinear)"
"fitted.Predictor.018...375",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.019...376",0.15,0.08,0,0.15,0.3,0.15,"L2 proportion (nonlinear)"
"fitted.Predictor.020...377",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.021...378",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.022...379",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.023...380",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.024...381",0.18,0.08,0.01,0.18,0.34,0.18,"L2 proportion (nonlinear)"
"fitted.Predictor.025...382",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.026...383",0.14,0.08,-0.01,0.14,0.29,0.14,"L2 proportion (nonlinear)"
"fitted.Predictor.027...384",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.028...385",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.029...386",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.030...387",0.16,0.08,0.01,0.16,0.32,0.16,"L2 proportion (nonlinear)"
"fitted.Predictor.031...388",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.032...389",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.033...390",0.18,0.08,0.01,0.18,0.34,0.18,"L2 proportion (nonlinear)"
"fitted.Predictor.034...391",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.035...392",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.036...393",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.037...394",0.13,0.08,-0.03,0.13,0.29,0.13,"L2 proportion (nonlinear)"
"fitted.Predictor.038...395",0.13,0.08,-0.03,0.13,0.29,0.13,"L2 proportion (nonlinear)"
"fitted.Predictor.039...396",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.040...397",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (nonlinear)"
"fitted.Predictor.041...398",0.13,0.08,-0.03,0.13,0.29,0.13,"L2 proportion (nonlinear)"
"fitted.Predictor.042...399",0.13,0.08,-0.03,0.13,0.29,0.13,"L2 proportion (nonlinear)"
"fitted.Predictor.043...400",0.15,0.08,0,0.15,0.3,0.15,"L2 proportion (nonlinear)"
"fitted.Predictor.044...401",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.045...402",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.046...403",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.047...404",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.048...405",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.049...406",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.050...407",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.051...408",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (nonlinear)"
"fitted.Predictor.052...409",0.16,0.08,0.01,0.16,0.32,0.16,"L2 proportion (nonlinear)"
"fitted.Predictor.053...410",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.054...411",0.14,0.08,-0.01,0.14,0.29,0.14,"L2 proportion (nonlinear)"
"fitted.Predictor.055...412",0.13,0.08,-0.03,0.13,0.29,0.13,"L2 proportion (nonlinear)"
"fitted.Predictor.056...413",0.2,0.09,0.01,0.2,0.38,0.2,"L2 proportion (nonlinear)"
"fitted.Predictor.057...414",0.19,0.09,0.02,0.19,0.36,0.19,"L2 proportion (nonlinear)"
"fitted.Predictor.058...415",0.28,0.17,-0.04,0.28,0.61,0.28,"L2 proportion (nonlinear)"
"fitted.Predictor.059...416",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.060...417",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.061...418",0.27,0.15,-0.03,0.27,0.57,0.27,"L2 proportion (nonlinear)"
"fitted.Predictor.062...419",0.13,0.08,-0.03,0.13,0.29,0.13,"L2 proportion (nonlinear)"
"fitted.Predictor.063...420",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.064...421",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (nonlinear)"
"fitted.Predictor.065...422",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.066...423",0.14,0.08,-0.01,0.14,0.29,0.14,"L2 proportion (nonlinear)"
"fitted.Predictor.067...424",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (nonlinear)"
"fitted.Predictor.068...425",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (nonlinear)"
"fitted.Predictor.069...426",0.16,0.08,0.01,0.16,0.32,0.16,"L2 proportion (nonlinear)"
"fitted.Predictor.070...427",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.071...428",0.26,0.14,-0.02,0.26,0.54,0.26,"L2 proportion (nonlinear)"
"fitted.Predictor.072...429",0.38,0.27,-0.15,0.38,0.9,0.38,"L2 proportion (nonlinear)"
"fitted.Predictor.073...430",0.35,0.24,-0.12,0.35,0.82,0.35,"L2 proportion (nonlinear)"
"fitted.Predictor.074...431",0.15,0.08,0,0.15,0.3,0.15,"L2 proportion (nonlinear)"
"fitted.Predictor.075...432",0.36,0.24,-0.12,0.36,0.83,0.36,"L2 proportion (nonlinear)"
"fitted.Predictor.076...433",0.2,0.09,0.01,0.2,0.38,0.2,"L2 proportion (nonlinear)"
"fitted.Predictor.077...434",0.14,0.08,-0.01,0.14,0.29,0.14,"L2 proportion (nonlinear)"
"fitted.Predictor.078...435",0.15,0.08,0,0.15,0.3,0.15,"L2 proportion (nonlinear)"
"fitted.Predictor.079...436",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (nonlinear)"
"fitted.Predictor.080...437",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.081...438",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.082...439",0.18,0.08,0.01,0.18,0.34,0.18,"L2 proportion (nonlinear)"
"fitted.Predictor.083...440",0.09,0.1,-0.1,0.09,0.29,0.09,"L2 proportion (nonlinear)"
"fitted.Predictor.084...441",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.085...442",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (nonlinear)"
"fitted.Predictor.086...443",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.087...444",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.088...445",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.089...446",0.28,0.17,-0.04,0.28,0.61,0.28,"L2 proportion (nonlinear)"
"fitted.Predictor.090...447",0.21,0.1,0.01,0.21,0.4,0.21,"L2 proportion (nonlinear)"
"fitted.Predictor.091...448",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.092...449",0.24,0.12,0,0.24,0.47,0.24,"L2 proportion (nonlinear)"
"fitted.Predictor.093...450",0.27,0.15,-0.03,0.27,0.57,0.27,"L2 proportion (nonlinear)"
"fitted.Predictor.094...451",0.11,0.09,-0.07,0.11,0.28,0.11,"L2 proportion (nonlinear)"
"fitted.Predictor.095...452",0.32,0.2,-0.08,0.32,0.71,0.32,"L2 proportion (nonlinear)"
"fitted.Predictor.096...453",0.13,0.08,-0.03,0.13,0.29,0.13,"L2 proportion (nonlinear)"
"fitted.Predictor.097...454",0.12,0.08,-0.05,0.12,0.28,0.12,"L2 proportion (nonlinear)"
"fitted.Predictor.098...455",0.24,0.12,0,0.24,0.47,0.24,"L2 proportion (nonlinear)"
"fitted.Predictor.099...456",0.13,0.08,-0.03,0.13,0.29,0.13,"L2 proportion (nonlinear)"
